
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	umol/l	ON	XB7-548-207	3	OFF	18.900	ON	1013	0.000	15%	400x	10	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	0.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	18.900	18.900	855	100.000	20.950	53.764	23.948	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	
Data	Smoothing:	3	
Date:	9/27/2017	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
9/27/2017	10:23:02	400.00		155.99	---	---	---	18.900	---	---	---	855.15	29.291	---	---	---	29.446	---	---	---	398.714	---	---	---	4.572	---	---	---	
9/27/2017	10:23:03	401.00		155.88	---	---	---	18.900	---	---	---	855.16	29.291	---	---	---	29.455	---	---	---	398.814	---	---	---	4.581	---	---	---	
9/27/2017	10:23:04	402.00		155.75	---	---	---	18.900	---	---	---	855.16	29.303	---	---	---	29.465	---	---	---	398.935	---	---	---	4.578	---	---	---	
9/27/2017	10:23:05	403.00		155.70	---	---	---	18.900	---	---	---	855.15	29.291	---	---	---	29.469	---	---	---	399.042	---	---	---	4.568	---	---	---	
9/27/2017	10:23:06	404.00		155.56	---	---	---	18.900	---	---	---	855.17	29.291	---	---	---	29.480	---	---	---	399.173	---	---	---	4.568	---	---	---	
9/27/2017	10:23:07	405.00		155.45	---	---	---	18.900	---	---	---	855.17	29.291	---	---	---	29.489	---	---	---	399.302	---	---	---	4.569	---	---	---	
9/27/2017	10:23:08	406.00		155.30	---	---	---	18.900	---	---	---	855.17	29.291	---	---	---	29.501	---	---	---	399.441	---	---	---	4.586	---	---	---	
9/27/2017	10:23:09	407.00		155.20	---	---	---	18.900	---	---	---	855.14	29.291	---	---	---	29.508	---	---	---	399.573	---	---	---	4.579	---	---	---	
9/27/2017	10:23:10	408.00		155.13	---	---	---	18.900	---	---	---	855.15	29.278	---	---	---	29.514	---	---	---	399.694	---	---	---	4.578	---	---	---	
9/27/2017	10:23:11	409.00		155.04	---	---	---	18.900	---	---	---	855.21	29.278	---	---	---	29.521	---	---	---	399.825	---	---	---	4.562	---	---	---	
9/27/2017	10:23:12	410.00		154.91	---	---	---	18.900	---	---	---	855.21	29.278	---	---	---	29.532	---	---	---	399.941	---	---	---	4.565	---	---	---	
9/27/2017	10:23:13	411.00		154.79	---	---	---	18.900	---	---	---	855.22	29.278	---	---	---	29.541	---	---	---	400.067	---	---	---	4.562	---	---	---	
9/27/2017	10:23:14	412.00		154.70	---	---	---	18.900	---	---	---	855.17	29.278	---	---	---	29.548	---	---	---	400.192	---	---	---	4.566	---	---	---	
9/27/2017	10:23:15	413.00		154.63	---	---	---	18.900	---	---	---	855.18	29.278	---	---	---	29.554	---	---	---	400.309	---	---	---	4.580	---	---	---	
9/27/2017	10:23:16	414.00		154.50	---	---	---	18.900	---	---	---	855.17	29.278	---	---	---	29.564	---	---	---	400.436	---	---	---	4.580	---	---	---	
9/27/2017	10:23:17	415.00		154.39	---	---	---	18.900	---	---	---	855.23	29.283	---	---	---	29.573	---	---	---	400.519	---	---	---	4.565	---	---	---	
9/27/2017	10:23:18	416.00		154.25	---	---	---	18.900	---	---	---	855.24	29.288	---	---	---	29.584	---	---	---	400.643	---	---	---	4.564	---	---	---	
9/27/2017	10:23:19	417.00		154.16	---	---	---	18.900	---	---	---	855.21	29.288	---	---	---	29.591	---	---	---	400.755	---	---	---	4.561	---	---	---	
9/27/2017	10:23:20	418.00		154.08	---	---	---	18.900	---	---	---	855.17	29.288	---	---	---	29.598	---	---	---	400.897	---	---	---	4.574	---	---	---	
9/27/2017	10:23:21	419.00		154.03	---	---	---	18.900	---	---	---	855.16	29.283	---	---	---	29.601	---	---	---	401.014	---	---	---	4.561	---	---	---	
9/27/2017	10:23:22	420.00		153.96	---	---	---	18.900	---	---	---	855.19	29.288	---	---	---	29.607	---	---	---	401.126	---	---	---	4.577	---	---	---	
9/27/2017	10:23:23	421.00		153.86	---	---	---	18.900	---	---	---	855.15	29.288	---	---	---	29.615	---	---	---	401.267	---	---	---	4.576	---	---	---	
9/27/2017	10:23:24	422.00		153.69	---	---	---	18.900	---	---	---	855.13	29.288	---	---	---	29.629	---	---	---	401.391	---	---	---	4.575	---	---	---	
9/27/2017	10:23:25	423.00		153.58	---	---	---	18.900	---	---	---	855.11	29.288	---	---	---	29.637	---	---	---	401.512	---	---	---	4.581	---	---	---	
9/27/2017	10:23:26	424.00		153.41	---	---	---	18.900	---	---	---	855.18	29.288	---	---	---	29.651	---	---	---	401.616	---	---	---	4.568	---	---	---	
9/27/2017	10:23:27	425.00		153.34	---	---	---	18.900	---	---	---	855.18	29.293	---	---	---	29.656	---	---	---	401.732	---	---	---	4.564	---	---	---	
9/27/2017	10:23:28	426.00		153.19	---	---	---	18.900	---	---	---	855.18	29.293	---	---	---	29.669	---	---	---	401.838	---	---	---	4.549	---	---	---	
9/27/2017	10:23:29	427.00		153.15	---	---	---	18.900	---	---	---	855.17	29.293	---	---	---	29.672	---	---	---	401.956	---	---	---	4.551	---	---	---	
9/27/2017	10:23:30	428.00		153.00	---	---	---	18.900	---	---	---	855.18	29.293	---	---	---	29.684	---	---	---	402.069	---	---	---	4.563	---	---	---	
9/27/2017	10:23:31	429.00		152.94	---	---	---	18.900	---	---	---	855.16	29.293	---	---	---	29.689	---	---	---	402.213	---	---	---	4.564	---	---	---	
9/27/2017	10:23:32	430.00		152.77	---	---	---	18.900	---	---	---	855.13	29.293	---	---	---	29.702	---	---	---	402.336	---	---	---	4.580	---	---	---	
9/27/2017	10:23:33	431.00		152.68	---	---	---	18.900	---	---	---	855.14	29.293	---	---	---	29.710	---	---	---	402.463	---	---	---	4.580	---	---	---	
9/27/2017	10:23:34	432.00		152.56	---	---	---	18.900	---	---	---	855.20	29.293	---	---	---	29.719	---	---	---	402.585	---	---	---	4.582	---	---	---	
9/27/2017	10:23:35	433.00		152.52	---	---	---	18.900	---	---	---	855.21	29.293	---	---	---	29.723	---	---	---	402.695	---	---	---	4.584	---	---	---	
9/27/2017	10:23:36	434.00		152.44	---	---	---	18.900	---	---	---	855.20	29.293	---	---	---	29.729	---	---	---	402.815	---	---	---	4.580	---	---	---	
9/27/2017	10:23:37	435.00		152.35	---	---	---	18.900	---	---	---	855.17	29.293	---	---	---	29.736	---	---	---	402.921	---	---	---	4.573	---	---	---	
9/27/2017	10:23:38	436.00		152.22	---	---	---	18.900	---	---	---	855.19	29.293	---	---	---	29.747	---	---	---	403.046	---	---	---	4.555	---	---	---	
9/27/2017	10:23:39	437.00		152.09	---	---	---	18.900	---	---	---	855.22	29.293	---	---	---	29.757	---	---	---	403.152	---	---	---	4.549	---	---	---	
9/27/2017	10:23:40	438.00		151.99	---	---	---	18.900	---	---	---	855.22	29.293	---	---	---	29.765	---	---	---	403.277	---	---	---	4.563	---	---	---	
9/27/2017	10:23:41	439.00		151.93	---	---	---	18.900	---	---	---	855.23	29.293	---	---	---	29.770	---	---	---	403.364	---	---	---	4.565	---	---	---	
9/27/2017	10:23:42	440.00		151.80	---	---	---	18.900	---	---	---	855.21	29.293	---	---	---	29.780	---	---	---	403.485	---	---	---	4.566	---	---	---	
9/27/2017	10:23:43	441.00		151.72	---	---	---	18.900	---	---	---	855.22	29.293	---	---	---	29.787	---	---	---	403.579	---	---	---	4.562	---	---	---	
9/27/2017	10:23:44	442.00		151.54	---	---	---	18.900	---	---	---	855.21	29.293	---	---	---	29.802	---	---	---	403.734	---	---	---	4.562	---	---	---	
9/27/2017	10:23:45	443.00		151.45	---	---	---	18.900	---	---	---	855.18	29.293	---	---	---	29.809	---	---	---	403.858	---	---	---	4.560	---	---	---	
9/27/2017	10:23:46	444.00		151.32	---	---	---	18.900	---	---	---	855.18	29.288	---	---	---	29.819	---	---	---	403.995	---	---	---	4.553	---	---	---	
9/27/2017	10:23:47	445.00		151.28	---	---	---	18.900	---	---	---	855.19	29.288	---	---	---	29.823	---	---	---	404.111	---	---	---	4.592	---	---	---	
9/27/2017	10:23:48	446.00		151.19	---	---	---	18.900	---	---	---	855.20	29.288	---	---	---	29.830	---	---	---	404.227	---	---	---	4.587	---	---	---	
9/27/2017	10:23:49	447.00		151.07	---	---	---	18.900	---	---	---	855.20	29.293	---	---	---	29.839	---	---	---	404.340	---	---	---	4.587	---	---	---	
9/27/2017	10:23:50	448.00		150.96	---	---	---	18.900	---	---	---	855.20	29.293	---	---	---	29.849	---	---	---	404.422	---	---	---	4.555	---	---	---	
9/27/2017	10:23:51	449.00		150.87	---	---	---	18.900	---	---	---	855.22	29.293	---	---	---	29.856	---	---	---	404.538	---	---	---	4.570	---	---	---	
9/27/2017	10:23:52	450.00		150.85	---	---	---	18.900	---	---	---	855.20	29.293	---	---	---	29.857	---	---	---	404.668	---	---	---	4.582	---	---	---	
9/27/2017	10:23:53	451.00		150.79	---	---	---	18.900	---	---	---	855.19	29.293	---	---	---	29.862	---	---	---	404.814	---	---	---	4.585	---	---	---	
9/27/2017	10:23:54	452.00		150.74	---	---	---	18.900	---	---	---	855.18	29.293	---	---	---	29.867	---	---	---	404.948	---	---	---	4.578	---	---	---	
9/27/2017	10:23:55	453.00		150.65	---	---	---	18.900	---	---	---	855.19	29.293	---	---	---	29.874	---	---	---	405.066	---	---	---	4.587	---	---	---	
9/27/2017	10:23:56	454.00		150.62	---	---	---	18.900	---	---	---	855.19	29.293	---	---	---	29.877	---	---	---	405.185	---	---	---	4.585	---	---	---	
9/27/2017	10:23:57	455.00		150.56	---	---	---	18.900	---	---	---	855.18	29.293	---	---	---	29.881	---	---	---	405.314	---	---	---	4.571	---	---	---	
9/27/2017	10:23:58	456.00		150.51	---	---	---	18.900	---	---	---	855.17	29.293	---	---	---	29.885	---	---	---	405.400	---	---	---	4.556	---	---	---	
9/27/2017	10:23:59	457.00		150.42	---	---	---	18.900	---	---	---	855.15	29.293	---	---	---	29.892	---	---	---	405.502	---	---	---	4.569	---	---	---	
9/27/2017	10:24:00	458.00		150.33	---	---	---	18.900	---	---	---	855.15	29.293	---	---	---	29.900	---	---	---	405.588	---	---	---	4.596	---	---	---	
9/27/2017	10:24:01	459.00		150.22	---	---	---	18.900	---	---	---	855.15	29.293	---	---	---	29.909	---	---	---	405.719	---	---	---	4.591	---	---	---	
9/27/2017	10:24:02	460.00		150.11	---	---	---	18.900	---	---	---	855.19	29.293	---	---	---	29.918	---	---	---	405.848	---	---	---	4.579	---	---	---	
9/27/2017	10:24:03	461.00		150.02	---	---	---	18.900	---	---	---	855.22	29.293	---	---	---	29.925	---	---	---	405.977	---	---	---	4.587	---	---	---	
9/27/2017	10:24:04	462.00		149.94	---	---	---	18.900	---	---	---	855.23	29.293	---	---	---	29.932	---	---	---	406.079	---	---	---	4.579	---	---	---	
9/27/2017	10:24:05	463.00		149.88	---	---	---	18.900	---	---	---	855.23	29.293	---	---	---	29.937	---	---	---	406.171	---	---	---	4.592	---	---	---	
9/27/2017	10:24:06	464.00		149.78	---	---	---	18.900	---	---	---	855.22	29.293	---	---	---	29.945	---	---	---	406.251	---	---	---	4.572	---	---	---	
9/27/2017	10:24:07	465.00		149.65	---	---	---	18.900	---	---	---	855.24	29.293	---	---	---	29.956	---	---	---	406.371	---	---	---	4.585	---	---	---	
9/27/2017	10:24:08	466.00		149.53	---	---	---	18.900	---	---	---	855.23	29.293	---	---	---	29.965	---	---	---	406.484	---	---	---	4.571	---	---	---	
9/27/2017	10:24:09	467.00		149.43	---	---	---	18.900	---	---	---	855.23	29.293	---	---	---	29.974	---	---	---	406.617	---	---	---	4.574	---	---	---	
9/27/2017	10:24:10	468.00		149.34	---	---	---	18.900	---	---	---	855.22	29.293	---	---	---	29.981	---	---	---	406.709	---	---	---	4.575	---	---	---	
9/27/2017	10:24:11	469.00		149.17	---	---	---	18.900	---	---	---	855.23	29.293	---	---	---	29.995	---	---	---	406.820	---	---	---	4.568	---	---	---	
9/27/2017	10:24:12	470.00		149.07	---	---	---	18.900	---	---	---	855.22	29.280	---	---	---	30.003	---	---	---	406.914	---	---	---	4.566	---	---	---	
9/27/2017	10:24:13	471.00		148.96	---	---	---	18.900	---	---	---	855.21	29.280	---	---	---	30.012	---	---	---	407.026	---	---	---	4.560	---	---	---	
9/27/2017	10:24:14	472.00		148.91	---	---	---	18.900	---	---	---	855.17	29.280	---	---	---	30.016	---	---	---	407.131	---	---	---	4.550	---	---	---	
9/27/2017	10:24:15	473.00		148.84	---	---	---	18.900	---	---	---	855.19	29.280	---	---	---	30.022	---	---	---	407.255	---	---	---	4.544	---	---	---	
9/27/2017	10:24:16	474.00		148.73	---	---	---	18.900	---	---	---	855.22	29.268	---	---	---	30.031	---	---	---	407.372	---	---	---	4.545	---	---	---	
9/27/2017	10:24:17	475.00		148.57	---	---	---	18.900	---	---	---	855.25	29.268	---	---	---	30.044	---	---	---	407.507	---	---	---	4.555	---	---	---	
9/27/2017	10:24:18	476.00		148.42	---	---	---	18.900	---	---	---	855.27	29.268	---	---	---	30.057	---	---	---	407.642	---	---	---	4.556	---	---	---	
9/27/2017	10:24:19	477.00		148.29	---	---	---	18.900	---	---	---	855.27	29.280	---	---	---	30.067	---	---	---	407.773	---	---	---	4.552	---	---	---	
9/27/2017	10:24:20	478.00		148.23	---	---	---	18.900	---	---	---	855.27	29.280	---	---	---	30.073	---	---	---	407.881	---	---	---	4.561	---	---	---	
9/27/2017	10:24:21	479.00		148.13	---	---	---	18.900	---	---	---	855.24	29.293	---	---	---	30.081	---	---	---	408.005	---	---	---	4.571	---	---	---	
9/27/2017	10:24:22	480.00		148.04	---	---	---	18.900	---	---	---	855.24	29.280	---	---	---	30.089	---	---	---	408.118	---	---	---	4.578	---	---	---	
9/27/2017	10:24:23	481.00		147.89	---	---	---	18.900	---	---	---	855.25	29.268	---	---	---	30.101	---	---	---	408.246	---	---	---	4.580	---	---	---	
9/27/2017	10:24:24	482.00		147.76	---	---	---	18.900	---	---	---	855.23	29.255	---	---	---	30.111	---	---	---	408.330	---	---	---	4.585	---	---	---	
9/27/2017	10:24:25	483.00		147.62	---	---	---	18.900	---	---	---	855.20	29.255	---	---	---	30.123	---	---	---	408.444	---	---	---	4.570	---	---	---	
9/27/2017	10:24:26	484.00		147.52	---	---	---	18.900	---	---	---	855.18	29.255	---	---	---	30.131	---	---	---	408.538	---	---	---	4.553	---	---	---	
9/27/2017	10:24:27	485.00		147.37	---	---	---	18.900	---	---	---	855.22	29.255	---	---	---	30.144	---	---	---	408.663	---	---	---	4.547	---	---	---	
9/27/2017	10:24:28	486.00		147.25	---	---	---	18.900	---	---	---	855.22	29.255	---	---	---	30.154	---	---	---	408.780	---	---	---	4.575	---	---	---	
9/27/2017	10:24:29	487.00		147.10	---	---	---	18.900	---	---	---	855.23	29.255	---	---	---	30.167	---	---	---	408.932	---	---	---	4.585	---	---	---	
9/27/2017	10:24:30	488.00		147.03	---	---	---	18.900	---	---	---	855.18	29.255	---	---	---	30.172	---	---	---	409.060	---	---	---	4.595	---	---	---	
9/27/2017	10:24:31	489.00		146.91	---	---	---	18.900	---	---	---	855.18	29.255	---	---	---	30.182	---	---	---	409.186	---	---	---	4.576	---	---	---	
9/27/2017	10:24:32	490.00		146.84	---	---	---	18.900	---	---	---	855.19	29.255	---	---	---	30.188	---	---	---	409.296	---	---	---	4.580	---	---	---	
9/27/2017	10:24:33	491.00		146.72	---	---	---	18.900	---	---	---	855.22	29.255	---	---	---	30.198	---	---	---	409.394	---	---	---	4.578	---	---	---	
9/27/2017	10:24:34	492.00		146.61	---	---	---	18.900	---	---	---	855.20	29.255	---	---	---	30.208	---	---	---	409.504	---	---	---	4.586	---	---	---	
9/27/2017	10:24:35	493.00		146.50	---	---	---	18.900	---	---	---	855.18	29.255	---	---	---	30.217	---	---	---	409.624	---	---	---	4.598	---	---	---	
9/27/2017	10:24:36	494.00		146.37	---	---	---	18.900	---	---	---	855.17	29.255	---	---	---	30.227	---	---	---	409.767	---	---	---	4.587	---	---	---	
9/27/2017	10:24:37	495.00		146.24	---	---	---	18.900	---	---	---	855.21	29.255	---	---	---	30.239	---	---	---	409.930	---	---	---	4.582	---	---	---	
9/27/2017	10:24:38	496.00		146.11	---	---	---	18.900	---	---	---	855.24	29.255	---	---	---	30.249	---	---	---	410.032	---	---	---	4.573	---	---	---	
9/27/2017	10:24:39	497.00		145.98	---	---	---	18.900	---	---	---	855.27	29.255	---	---	---	30.260	---	---	---	410.149	---	---	---	4.556	---	---	---	
9/27/2017	10:24:40	498.00		145.90	---	---	---	18.900	---	---	---	855.24	29.255	---	---	---	30.267	---	---	---	410.257	---	---	---	4.562	---	---	---	
9/27/2017	10:24:41	499.00		145.83	---	---	---	18.900	---	---	---	855.24	29.255	---	---	---	30.273	---	---	---	410.419	---	---	---	4.561	---	---	---	
9/27/2017	10:24:42	500.00		145.73	---	---	---	18.900	---	---	---	855.21	29.255	---	---	---	30.281	---	---	---	410.566	---	---	---	4.586	---	---	---	
9/27/2017	10:24:43	501.00		145.59	---	---	---	18.900	---	---	---	855.23	29.255	---	---	---	30.293	---	---	---	410.674	---	---	---	4.584	---	---	---	
9/27/2017	10:24:44	502.00		145.45	---	---	---	18.900	---	---	---	855.22	29.255	---	---	---	30.305	---	---	---	410.786	---	---	---	4.579	---	---	---	
9/27/2017	10:24:45	503.00		145.38	---	---	---	18.900	---	---	---	855.24	29.255	---	---	---	30.310	---	---	---	410.904	---	---	---	4.573	---	---	---	
9/27/2017	10:24:46	504.00		145.32	---	---	---	18.900	---	---	---	855.24	29.255	---	---	---	30.315	---	---	---	411.039	---	---	---	4.567	---	---	---	
9/27/2017	10:24:47	505.00		145.27	---	---	---	18.900	---	---	---	855.23	29.255	---	---	---	30.320	---	---	---	411.158	---	---	---	4.553	---	---	---	
9/27/2017	10:24:48	506.00		145.17	---	---	---	18.900	---	---	---	855.19	29.255	---	---	---	30.329	---	---	---	411.253	---	---	---	4.552	---	---	---	
9/27/2017	10:24:49	507.00		145.10	---	---	---	18.900	---	---	---	855.18	29.255	---	---	---	30.334	---	---	---	411.384	---	---	---	4.536	---	---	---	
9/27/2017	10:24:50	508.00		144.99	---	---	---	18.900	---	---	---	855.16	29.255	---	---	---	30.343	---	---	---	411.504	---	---	---	4.548	---	---	---	
9/27/2017	10:24:51	509.00		144.92	---	---	---	18.900	---	---	---	855.19	29.255	---	---	---	30.350	---	---	---	411.637	---	---	---	4.547	---	---	---	
9/27/2017	10:24:52	510.00		144.81	---	---	---	18.900	---	---	---	855.22	29.255	---	---	---	30.358	---	---	---	411.728	---	---	---	4.572	---	---	---	
9/27/2017	10:24:53	511.00		144.74	---	---	---	18.900	---	---	---	855.22	29.255	---	---	---	30.365	---	---	---	411.835	---	---	---	4.579	---	---	---	
9/27/2017	10:24:54	512.00		144.67	---	---	---	18.900	---	---	---	855.20	29.255	---	---	---	30.371	---	---	---	411.942	---	---	---	4.578	---	---	---	
9/27/2017	10:24:55	513.00		144.62	---	---	---	18.900	---	---	---	855.19	29.255	---	---	---	30.375	---	---	---	412.062	---	---	---	4.555	---	---	---	
9/27/2017	10:24:56	514.00		144.54	---	---	---	18.900	---	---	---	855.18	29.255	---	---	---	30.381	---	---	---	412.201	---	---	---	4.562	---	---	---	
9/27/2017	10:24:57	515.00		144.44	---	---	---	18.900	---	---	---	855.19	29.255	---	---	---	30.390	---	---	---	412.304	---	---	---	4.553	---	---	---	
9/27/2017	10:24:58	516.00		144.34	---	---	---	18.900	---	---	---	855.21	29.255	---	---	---	30.399	---	---	---	412.424	---	---	---	4.570	---	---	---	
9/27/2017	10:24:59	517.00		144.30	---	---	---	18.900	---	---	---	855.24	29.255	---	---	---	30.402	---	---	---	412.520	---	---	---	4.564	---	---	---	
9/27/2017	10:25:00	518.00		144.26	---	---	---	18.900	---	---	---	855.23	29.255	---	---	---	30.406	---	---	---	412.652	---	---	---	4.587	---	---	---	
9/27/2017	10:25:01	519.00		144.20	---	---	---	18.900	---	---	---	855.21	29.255	---	---	---	30.411	---	---	---	412.775	---	---	---	4.598	---	---	---	
9/27/2017	10:25:02	520.00		144.11	---	---	---	18.900	---	---	---	855.18	29.255	---	---	---	30.418	---	---	---	412.878	---	---	---	4.589	---	---	---	
9/27/2017	10:25:03	521.00		144.01	---	---	---	18.900	---	---	---	855.16	29.255	---	---	---	30.427	---	---	---	412.974	---	---	---	4.566	---	---	---	
9/27/2017	10:25:04	522.00		143.92	---	---	---	18.900	---	---	---	855.14	29.255	---	---	---	30.435	---	---	---	413.066	---	---	---	4.563	---	---	---	
9/27/2017	10:25:05	523.00		143.81	---	---	---	18.900	---	---	---	855.17	29.255	---	---	---	30.443	---	---	---	413.186	---	---	---	4.582	---	---	---	
9/27/2017	10:25:06	524.00		143.76	---	---	---	18.900	---	---	---	855.19	29.255	---	---	---	30.448	---	---	---	413.305	---	---	---	4.599	---	---	---	
9/27/2017	10:25:07	525.00		143.67	---	---	---	18.900	---	---	---	855.18	29.255	---	---	---	30.455	---	---	---	413.433	---	---	---	4.593	---	---	---	
9/27/2017	10:25:08	526.00		143.58	---	---	---	18.900	---	---	---	855.17	29.255	---	---	---	30.463	---	---	---	413.546	---	---	---	4.590	---	---	---	
9/27/2017	10:25:09	527.00		143.46	---	---	---	18.900	---	---	---	855.16	29.255	---	---	---	30.474	---	---	---	413.676	---	---	---	4.579	---	---	---	
9/27/2017	10:25:10	528.00		143.38	---	---	---	18.900	---	---	---	855.17	29.255	---	---	---	30.481	---	---	---	413.815	---	---	---	4.583	---	---	---	
9/27/2017	10:25:11	529.00		143.31	---	---	---	18.900	---	---	---	855.17	29.255	---	---	---	30.487	---	---	---	413.914	---	---	---	4.584	---	---	---	
9/27/2017	10:25:12	530.00		143.20	---	---	---	18.900	---	---	---	855.17	29.255	---	---	---	30.495	---	---	---	414.020	---	---	---	4.585	---	---	---	
9/27/2017	10:25:13	531.00		143.07	---	---	---	18.900	---	---	---	855.19	29.255	---	---	---	30.507	---	---	---	414.138	---	---	---	4.573	---	---	---	
9/27/2017	10:25:14	532.00		142.97	---	---	---	18.900	---	---	---	855.21	29.255	---	---	---	30.515	---	---	---	414.271	---	---	---	4.558	---	---	---	
9/27/2017	10:25:15	533.00		142.87	---	---	---	18.900	---	---	---	855.23	29.255	---	---	---	30.524	---	---	---	414.408	---	---	---	4.554	---	---	---	
9/27/2017	10:25:16	534.00		142.79	---	---	---	18.900	---	---	---	855.22	29.255	---	---	---	30.531	---	---	---	414.519	---	---	---	4.555	---	---	---	
9/27/2017	10:25:17	535.00		142.62	---	---	---	18.900	---	---	---	855.21	29.255	---	---	---	30.545	---	---	---	414.643	---	---	---	4.540	---	---	---	
9/27/2017	10:25:18	536.00		142.55	---	---	---	18.900	---	---	---	855.18	29.255	---	---	---	30.551	---	---	---	414.763	---	---	---	4.545	---	---	---	
9/27/2017	10:25:19	537.00		142.47	---	---	---	18.900	---	---	---	855.15	29.255	---	---	---	30.559	---	---	---	414.845	---	---	---	4.558	---	---	---	
9/27/2017	10:25:20	538.00		142.38	---	---	---	18.900	---	---	---	855.14	29.255	---	---	---	30.566	---	---	---	414.964	---	---	---	4.572	---	---	---	
9/27/2017	10:25:21	539.00		142.25	---	---	---	18.900	---	---	---	855.14	29.255	---	---	---	30.577	---	---	---	415.071	---	---	---	4.576	---	---	---	
9/27/2017	10:25:22	540.00		142.14	---	---	---	18.900	---	---	---	855.20	29.255	---	---	---	30.586	---	---	---	415.199	---	---	---	4.574	---	---	---	
9/27/2017	10:25:23	541.00		142.05	---	---	---	18.900	---	---	---	855.22	29.255	---	---	---	30.594	---	---	---	415.330	---	---	---	4.580	---	---	---	
9/27/2017	10:25:24	542.00		141.98	---	---	---	18.900	---	---	---	855.21	29.242	---	---	---	30.600	---	---	---	415.462	---	---	---	4.586	---	---	---	
9/27/2017	10:25:25	543.00		141.88	---	---	---	18.900	---	---	---	855.13	29.242	---	---	---	30.609	---	---	---	415.612	---	---	---	4.573	---	---	---	
9/27/2017	10:25:26	544.00		141.83	---	---	---	18.900	---	---	---	855.12	29.230	---	---	---	30.614	---	---	---	415.722	---	---	---	4.582	---	---	---	
9/27/2017	10:25:27	545.00		141.70	---	---	---	18.900	---	---	---	855.13	29.242	---	---	---	30.625	---	---	---	415.823	---	---	---	4.567	---	---	---	
9/27/2017	10:25:28	546.00		141.58	---	---	---	18.900	---	---	---	855.18	29.230	---	---	---	30.635	---	---	---	415.955	---	---	---	4.583	---	---	---	
9/27/2017	10:25:29	547.00		141.45	---	---	---	18.900	---	---	---	855.19	29.242	---	---	---	30.646	---	---	---	416.079	---	---	---	4.576	---	---	---	
9/27/2017	10:25:30	548.00		141.37	---	---	---	18.900	---	---	---	855.20	29.242	---	---	---	30.653	---	---	---	416.212	---	---	---	4.588	---	---	---	
9/27/2017	10:25:31	549.00		141.26	---	---	---	18.900	---	---	---	855.19	29.242	---	---	---	30.662	---	---	---	416.313	---	---	---	4.576	---	---	---	
9/27/2017	10:25:32	550.00		141.17	---	---	---	18.900	---	---	---	855.19	29.230	---	---	---	30.670	---	---	---	416.450	---	---	---	4.570	---	---	---	
9/27/2017	10:25:33	551.00		141.06	---	---	---	18.900	---	---	---	855.16	29.217	---	---	---	30.680	---	---	---	416.586	---	---	---	4.564	---	---	---	
9/27/2017	10:25:34	552.00		140.97	---	---	---	18.900	---	---	---	855.20	29.217	---	---	---	30.688	---	---	---	416.726	---	---	---	4.585	---	---	---	
9/27/2017	10:25:35	553.00		140.83	---	---	---	18.900	---	---	---	855.21	29.230	---	---	---	30.700	---	---	---	416.852	---	---	---	4.581	---	---	---	
9/27/2017	10:25:36	554.00		140.76	---	---	---	18.900	---	---	---	855.23	29.242	---	---	---	30.706	---	---	---	416.980	---	---	---	4.590	---	---	---	
9/27/2017	10:25:37	555.00		140.68	---	---	---	18.900	---	---	---	855.20	29.255	---	---	---	30.713	---	---	---	417.112	---	---	---	4.577	---	---	---	
9/27/2017	10:25:38	556.00		140.60	---	---	---	18.900	---	---	---	855.19	29.255	---	---	---	30.720	---	---	---	417.217	---	---	---	4.581	---	---	---	
9/27/2017	10:25:39	557.00		140.44	---	---	---	18.900	---	---	---	855.21	29.255	---	---	---	30.734	---	---	---	417.333	---	---	---	4.573	---	---	---	
