
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	umol/l	ON	XB7-548-207	3	OFF	18.900	ON	1013	0.000	15%	400x	10	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	0.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	18.900	18.900	855	100.000	20.950	53.764	23.948	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	
Data	Smoothing:	3	
Date:	9/27/2017	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
9/27/2017	10:42:08	649.00		126.25	---	---	---	18.900	---	---	---	855.22	29.049	---	---	---	32.029	---	---	---	434.808	---	---	---	6.094	---	---	---	
9/27/2017	10:42:09	650.00		126.45	---	---	---	18.900	---	---	---	855.26	29.049	---	---	---	32.009	---	---	---	434.528	---	---	---	6.081	---	---	---	
9/27/2017	10:42:10	651.00		126.69	---	---	---	18.900	---	---	---	855.26	29.049	---	---	---	31.987	---	---	---	434.222	---	---	---	6.085	---	---	---	
9/27/2017	10:42:11	652.00		126.87	---	---	---	18.900	---	---	---	855.26	29.049	---	---	---	31.969	---	---	---	433.925	---	---	---	6.076	---	---	---	
9/27/2017	10:42:12	653.00		127.10	---	---	---	18.900	---	---	---	855.23	29.049	---	---	---	31.947	---	---	---	433.615	---	---	---	6.082	---	---	---	
9/27/2017	10:42:13	654.00		127.31	---	---	---	18.900	---	---	---	855.25	29.049	---	---	---	31.927	---	---	---	433.319	---	---	---	6.076	---	---	---	
9/27/2017	10:42:14	655.00		127.58	---	---	---	18.900	---	---	---	855.25	29.049	---	---	---	31.902	---	---	---	433.021	---	---	---	6.081	---	---	---	
9/27/2017	10:42:15	656.00		127.81	---	---	---	18.900	---	---	---	855.27	29.049	---	---	---	31.880	---	---	---	432.712	---	---	---	6.089	---	---	---	
9/27/2017	10:42:16	657.00		128.01	---	---	---	18.900	---	---	---	855.26	29.062	---	---	---	31.861	---	---	---	432.400	---	---	---	6.096	---	---	---	
9/27/2017	10:42:17	658.00		128.18	---	---	---	18.900	---	---	---	855.24	29.074	---	---	---	31.844	---	---	---	432.065	---	---	---	6.090	---	---	---	
9/27/2017	10:42:18	659.00		128.38	---	---	---	18.900	---	---	---	855.26	29.100	---	---	---	31.826	---	---	---	431.771	---	---	---	6.086	---	---	---	
9/27/2017	10:42:19	660.00		128.61	---	---	---	18.900	---	---	---	855.28	29.112	---	---	---	31.804	---	---	---	431.480	---	---	---	6.068	---	---	---	
9/27/2017	10:42:20	661.00		128.85	---	---	---	18.900	---	---	---	855.30	29.140	---	---	---	31.781	---	---	---	431.244	---	---	---	6.064	---	---	---	
9/27/2017	10:42:21	662.00		129.07	---	---	---	18.900	---	---	---	855.24	29.156	---	---	---	31.760	---	---	---	430.977	---	---	---	6.050	---	---	---	
9/27/2017	10:42:22	663.00		129.29	---	---	---	18.900	---	---	---	855.23	29.171	---	---	---	31.740	---	---	---	430.681	---	---	---	6.047	---	---	---	
9/27/2017	10:42:23	664.00		129.60	---	---	---	18.900	---	---	---	855.23	29.171	---	---	---	31.711	---	---	---	430.152	---	---	---	20.811	---	---	---	
9/27/2017	10:42:24	665.00		129.84	---	---	---	18.900	---	---	---	855.28	29.171	---	---	---	31.690	---	---	---	429.827	---	---	---	20.820	---	---	---	
9/27/2017	10:42:25	666.00		130.06	---	---	---	18.900	---	---	---	855.28	29.171	---	---	---	31.669	---	---	---	429.515	---	---	---	20.945	---	---	---	
9/27/2017	10:42:26	667.00		130.19	---	---	---	18.900	---	---	---	855.28	29.171	---	---	---	31.657	---	---	---	429.435	---	---	---	6.307	---	---	---	
9/27/2017	10:42:27	668.00		130.41	---	---	---	18.900	---	---	---	855.26	29.171	---	---	---	31.636	---	---	---	429.147	---	---	---	6.434	---	---	---	
9/27/2017	10:42:28	669.00		130.65	---	---	---	18.900	---	---	---	855.24	29.171	---	---	---	31.614	---	---	---	428.871	---	---	---	6.436	---	---	---	
9/27/2017	10:42:29	670.00		130.86	---	---	---	18.900	---	---	---	855.22	29.156	---	---	---	31.595	---	---	---	428.575	---	---	---	6.417	---	---	---	
9/27/2017	10:42:30	671.00		131.03	---	---	---	18.900	---	---	---	855.23	29.140	---	---	---	31.578	---	---	---	428.276	---	---	---	6.401	---	---	---	
9/27/2017	10:42:31	672.00		131.26	---	---	---	18.900	---	---	---	855.27	29.125	---	---	---	31.557	---	---	---	427.976	---	---	---	6.397	---	---	---	
9/27/2017	10:42:32	673.00		131.53	---	---	---	18.900	---	---	---	855.31	29.125	---	---	---	31.532	---	---	---	427.633	---	---	---	6.386	---	---	---	
9/27/2017	10:42:33	674.00		131.81	---	---	---	18.900	---	---	---	855.31	29.125	---	---	---	31.507	---	---	---	427.306	---	---	---	6.391	---	---	---	
9/27/2017	10:42:34	675.00		132.06	---	---	---	18.900	---	---	---	855.28	29.125	---	---	---	31.484	---	---	---	426.982	---	---	---	6.384	---	---	---	
9/27/2017	10:42:35	676.00		132.30	---	---	---	18.900	---	---	---	855.26	29.125	---	---	---	31.461	---	---	---	426.678	---	---	---	6.399	---	---	---	
9/27/2017	10:42:36	677.00		132.56	---	---	---	18.900	---	---	---	855.25	29.112	---	---	---	31.438	---	---	---	426.337	---	---	---	6.406	---	---	---	
9/27/2017	10:42:37	678.00		132.76	---	---	---	18.900	---	---	---	855.24	29.100	---	---	---	31.419	---	---	---	426.010	---	---	---	6.418	---	---	---	
9/27/2017	10:42:38	679.00		132.98	---	---	---	18.900	---	---	---	855.24	29.087	---	---	---	31.399	---	---	---	425.698	---	---	---	6.423	---	---	---	
9/27/2017	10:42:39	680.00		133.22	---	---	---	18.900	---	---	---	855.24	29.087	---	---	---	31.378	---	---	---	425.403	---	---	---	6.405	---	---	---	
9/27/2017	10:42:40	681.00		133.46	---	---	---	18.900	---	---	---	855.26	29.087	---	---	---	31.355	---	---	---	425.069	---	---	---	6.380	---	---	---	
9/27/2017	10:42:41	682.00		133.70	---	---	---	18.900	---	---	---	855.26	29.087	---	---	---	31.333	---	---	---	424.746	---	---	---	6.375	---	---	---	
9/27/2017	10:42:42	683.00		133.92	---	---	---	18.900	---	---	---	855.23	29.087	---	---	---	31.313	---	---	---	424.413	---	---	---	6.352	---	---	---	
9/27/2017	10:42:43	684.00		134.20	---	---	---	18.900	---	---	---	855.21	29.087	---	---	---	31.288	---	---	---	424.079	---	---	---	6.348	---	---	---	
9/27/2017	10:42:44	685.00		134.46	---	---	---	18.900	---	---	---	855.18	29.087	---	---	---	31.264	---	---	---	423.732	---	---	---	6.344	---	---	---	
9/27/2017	10:42:45	686.00		134.69	---	---	---	18.900	---	---	---	855.20	29.087	---	---	---	31.243	---	---	---	423.438	---	---	---	6.364	---	---	---	
9/27/2017	10:42:46	687.00		134.89	---	---	---	18.900	---	---	---	855.20	29.087	---	---	---	31.226	---	---	---	423.148	---	---	---	6.371	---	---	---	
9/27/2017	10:42:47	688.00		135.11	---	---	---	18.900	---	---	---	855.21	29.087	---	---	---	31.206	---	---	---	422.875	---	---	---	6.360	---	---	---	
9/27/2017	10:42:48	689.00		135.34	---	---	---	18.900	---	---	---	855.23	29.087	---	---	---	31.185	---	---	---	422.561	---	---	---	6.335	---	---	---	
9/27/2017	10:42:49	690.00		135.56	---	---	---	18.900	---	---	---	855.24	29.087	---	---	---	31.165	---	---	---	422.260	---	---	---	6.323	---	---	---	
9/27/2017	10:42:50	691.00		135.81	---	---	---	18.900	---	---	---	855.25	29.087	---	---	---	31.143	---	---	---	421.931	---	---	---	6.321	---	---	---	
9/27/2017	10:42:51	692.00		136.03	---	---	---	18.900	---	---	---	855.23	29.087	---	---	---	31.123	---	---	---	421.603	---	---	---	6.316	---	---	---	
9/27/2017	10:42:52	693.00		136.30	---	---	---	18.900	---	---	---	855.25	29.087	---	---	---	31.099	---	---	---	421.276	---	---	---	6.330	---	---	---	
9/27/2017	10:42:53	694.00		136.54	---	---	---	18.900	---	---	---	855.24	29.087	---	---	---	31.077	---	---	---	420.945	---	---	---	6.331	---	---	---	
9/27/2017	10:42:54	695.00		136.83	---	---	---	18.900	---	---	---	855.22	29.087	---	---	---	31.051	---	---	---	420.601	---	---	---	6.342	---	---	---	
9/27/2017	10:42:55	696.00		137.09	---	---	---	18.900	---	---	---	855.21	29.087	---	---	---	31.028	---	---	---	420.234	---	---	---	6.333	---	---	---	
9/27/2017	10:42:56	697.00		137.41	---	---	---	18.900	---	---	---	855.23	29.087	---	---	---	31.000	---	---	---	419.848	---	---	---	6.315	---	---	---	
9/27/2017	10:42:57	698.00		137.67	---	---	---	18.900	---	---	---	855.26	29.074	---	---	---	30.976	---	---	---	419.501	---	---	---	6.300	---	---	---	
9/27/2017	10:42:58	699.00		137.96	---	---	---	18.900	---	---	---	855.23	29.062	---	---	---	30.951	---	---	---	419.157	---	---	---	6.299	---	---	---	
9/27/2017	10:42:59	700.00		138.20	---	---	---	18.900	---	---	---	855.19	29.049	---	---	---	30.930	---	---	---	418.835	---	---	---	6.305	---	---	---	
9/27/2017	10:43:00	701.00		138.42	---	---	---	18.900	---	---	---	855.17	29.049	---	---	---	30.911	---	---	---	418.505	---	---	---	6.313	---	---	---	
9/27/2017	10:43:01	702.00		138.65	---	---	---	18.900	---	---	---	855.18	29.049	---	---	---	30.890	---	---	---	418.174	---	---	---	6.313	---	---	---	
9/27/2017	10:43:02	703.00		138.91	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	30.868	---	---	---	417.861	---	---	---	6.313	---	---	---	
9/27/2017	10:43:03	704.00		139.18	---	---	---	18.900	---	---	---	855.22	29.049	---	---	---	30.844	---	---	---	417.535	---	---	---	6.318	---	---	---	
9/27/2017	10:43:04	705.00		139.41	---	---	---	18.900	---	---	---	855.22	29.049	---	---	---	30.823	---	---	---	417.213	---	---	---	6.325	---	---	---	
9/27/2017	10:43:05	706.00		139.63	---	---	---	18.900	---	---	---	855.19	29.049	---	---	---	30.804	---	---	---	416.895	---	---	---	6.340	---	---	---	
9/27/2017	10:43:06	707.00		139.89	---	---	---	18.900	---	---	---	855.19	29.049	---	---	---	30.781	---	---	---	416.591	---	---	---	6.348	---	---	---	
9/27/2017	10:43:07	708.00		140.19	---	---	---	18.900	---	---	---	855.20	29.049	---	---	---	30.755	---	---	---	416.302	---	---	---	6.344	---	---	---	
9/27/2017	10:43:08	709.00		140.44	---	---	---	18.900	---	---	---	855.22	29.049	---	---	---	30.733	---	---	---	416.005	---	---	---	6.323	---	---	---	
9/27/2017	10:43:09	710.00		140.70	---	---	---	18.900	---	---	---	855.22	29.049	---	---	---	30.711	---	---	---	415.700	---	---	---	6.312	---	---	---	
9/27/2017	10:43:10	711.00		140.93	---	---	---	18.900	---	---	---	855.19	29.049	---	---	---	30.691	---	---	---	415.397	---	---	---	6.289	---	---	---	
9/27/2017	10:43:11	712.00		141.21	---	---	---	18.900	---	---	---	855.17	29.049	---	---	---	30.666	---	---	---	415.081	---	---	---	6.281	---	---	---	
9/27/2017	10:43:12	713.00		141.48	---	---	---	18.900	---	---	---	855.18	29.049	---	---	---	30.643	---	---	---	414.748	---	---	---	6.285	---	---	---	
9/27/2017	10:43:13	714.00		141.77	---	---	---	18.900	---	---	---	855.18	29.049	---	---	---	30.618	---	---	---	414.400	---	---	---	6.285	---	---	---	
9/27/2017	10:43:14	715.00		142.02	---	---	---	18.900	---	---	---	855.23	29.049	---	---	---	30.597	---	---	---	414.069	---	---	---	6.309	---	---	---	
9/27/2017	10:43:15	716.00		142.28	---	---	---	18.900	---	---	---	855.25	29.049	---	---	---	30.575	---	---	---	413.756	---	---	---	6.305	---	---	---	
9/27/2017	10:43:16	717.00		142.53	---	---	---	18.900	---	---	---	855.28	29.049	---	---	---	30.553	---	---	---	413.438	---	---	---	6.310	---	---	---	
9/27/2017	10:43:17	718.00		142.84	---	---	---	18.900	---	---	---	855.25	29.049	---	---	---	30.526	---	---	---	413.135	---	---	---	6.301	---	---	---	
9/27/2017	10:43:18	719.00		143.10	---	---	---	18.900	---	---	---	855.23	29.049	---	---	---	30.504	---	---	---	412.820	---	---	---	6.286	---	---	---	
9/27/2017	10:43:19	720.00		143.34	---	---	---	18.900	---	---	---	855.23	29.049	---	---	---	30.483	---	---	---	412.540	---	---	---	6.286	---	---	---	
9/27/2017	10:43:20	721.00		143.58	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	30.463	---	---	---	412.193	---	---	---	6.289	---	---	---	
9/27/2017	10:43:21	722.00		143.85	---	---	---	18.900	---	---	---	855.19	29.049	---	---	---	30.440	---	---	---	411.868	---	---	---	6.301	---	---	---	
9/27/2017	10:43:22	723.00		144.12	---	---	---	18.900	---	---	---	855.17	29.049	---	---	---	30.417	---	---	---	411.508	---	---	---	6.298	---	---	---	
9/27/2017	10:43:23	724.00		144.56	---	---	---	18.900	---	---	---	855.19	29.049	---	---	---	30.380	---	---	---	410.963	---	---	---	20.105	---	---	---	
9/27/2017	10:43:24	725.00		144.77	---	---	---	18.900	---	---	---	855.23	29.049	---	---	---	30.362	---	---	---	410.602	---	---	---	20.086	---	---	---	
9/27/2017	10:43:25	726.00		145.00	---	---	---	18.900	---	---	---	855.26	29.049	---	---	---	30.342	---	---	---	410.312	---	---	---	20.228	---	---	---	
9/27/2017	10:43:26	727.00		144.97	---	---	---	18.900	---	---	---	855.25	29.049	---	---	---	30.345	---	---	---	410.226	---	---	---	6.555	---	---	---	
9/27/2017	10:43:27	728.00		145.14	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	30.331	---	---	---	409.925	---	---	---	6.719	---	---	---	
9/27/2017	10:43:28	729.00		145.34	---	---	---	18.900	---	---	---	855.17	29.049	---	---	---	30.314	---	---	---	409.577	---	---	---	6.726	---	---	---	
9/27/2017	10:43:29	730.00		145.59	---	---	---	18.900	---	---	---	855.17	29.049	---	---	---	30.292	---	---	---	409.258	---	---	---	6.730	---	---	---	
9/27/2017	10:43:30	731.00		145.88	---	---	---	18.900	---	---	---	855.17	29.049	---	---	---	30.268	---	---	---	408.942	---	---	---	6.730	---	---	---	
9/27/2017	10:43:31	732.00		146.14	---	---	---	18.900	---	---	---	855.20	29.049	---	---	---	30.246	---	---	---	408.619	---	---	---	6.726	---	---	---	
9/27/2017	10:43:32	733.00		146.40	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	30.224	---	---	---	408.277	---	---	---	6.724	---	---	---	
9/27/2017	10:43:33	734.00		146.67	---	---	---	18.900	---	---	---	855.24	29.049	---	---	---	30.202	---	---	---	407.919	---	---	---	6.718	---	---	---	
9/27/2017	10:43:34	735.00		146.96	---	---	---	18.900	---	---	---	855.23	29.049	---	---	---	30.178	---	---	---	407.551	---	---	---	6.722	---	---	---	
9/27/2017	10:43:35	736.00		147.30	---	---	---	18.900	---	---	---	855.25	29.049	---	---	---	30.150	---	---	---	407.196	---	---	---	6.717	---	---	---	
9/27/2017	10:43:36	737.00		147.65	---	---	---	18.900	---	---	---	855.22	29.049	---	---	---	30.120	---	---	---	406.851	---	---	---	6.720	---	---	---	
9/27/2017	10:43:37	738.00		148.04	---	---	---	18.900	---	---	---	855.24	29.049	---	---	---	30.088	---	---	---	406.510	---	---	---	6.708	---	---	---	
9/27/2017	10:43:38	739.00		148.42	---	---	---	18.900	---	---	---	855.22	29.049	---	---	---	30.057	---	---	---	406.153	---	---	---	6.704	---	---	---	
9/27/2017	10:43:39	740.00		148.81	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	30.025	---	---	---	405.816	---	---	---	6.696	---	---	---	
9/27/2017	10:43:40	741.00		149.14	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	29.997	---	---	---	405.462	---	---	---	6.698	---	---	---	
9/27/2017	10:43:41	742.00		149.44	---	---	---	18.900	---	---	---	855.20	29.049	---	---	---	29.973	---	---	---	405.153	---	---	---	6.705	---	---	---	
9/27/2017	10:43:42	743.00		149.72	---	---	---	18.900	---	---	---	855.23	29.049	---	---	---	29.950	---	---	---	404.819	---	---	---	6.709	---	---	---	
9/27/2017	10:43:43	744.00		149.98	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	29.928	---	---	---	404.524	---	---	---	6.711	---	---	---	
9/27/2017	10:43:44	745.00		150.25	---	---	---	18.900	---	---	---	855.20	29.049	---	---	---	29.906	---	---	---	404.209	---	---	---	6.703	---	---	---	
9/27/2017	10:43:45	746.00		150.50	---	---	---	18.900	---	---	---	855.17	29.049	---	---	---	29.886	---	---	---	403.878	---	---	---	6.701	---	---	---	
9/27/2017	10:43:46	747.00		150.77	---	---	---	18.900	---	---	---	855.19	29.049	---	---	---	29.864	---	---	---	403.545	---	---	---	6.700	---	---	---	
9/27/2017	10:43:47	748.00		150.99	---	---	---	18.900	---	---	---	855.20	29.049	---	---	---	29.846	---	---	---	403.191	---	---	---	6.693	---	---	---	
9/27/2017	10:43:48	749.00		151.22	---	---	---	18.900	---	---	---	855.22	29.049	---	---	---	29.827	---	---	---	402.875	---	---	---	6.689	---	---	---	
9/27/2017	10:43:49	750.00		151.45	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	29.808	---	---	---	402.532	---	---	---	6.690	---	---	---	
9/27/2017	10:43:50	751.00		151.71	---	---	---	18.900	---	---	---	855.22	29.049	---	---	---	29.788	---	---	---	402.189	---	---	---	6.693	---	---	---	
9/27/2017	10:43:51	752.00		152.00	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	29.764	---	---	---	401.858	---	---	---	6.687	---	---	---	
9/27/2017	10:43:52	753.00		152.28	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	29.742	---	---	---	401.516	---	---	---	6.682	---	---	---	
9/27/2017	10:43:53	754.00		152.55	---	---	---	18.900	---	---	---	855.22	29.049	---	---	---	29.720	---	---	---	401.167	---	---	---	6.685	---	---	---	
9/27/2017	10:43:54	755.00		152.81	---	---	---	18.900	---	---	---	855.22	29.049	---	---	---	29.699	---	---	---	400.798	---	---	---	6.680	---	---	---	
9/27/2017	10:43:55	756.00		153.06	---	---	---	18.900	---	---	---	855.20	29.049	---	---	---	29.679	---	---	---	400.449	---	---	---	6.683	---	---	---	
9/27/2017	10:43:56	757.00		153.38	---	---	---	18.900	---	---	---	855.16	29.049	---	---	---	29.653	---	---	---	400.098	---	---	---	6.681	---	---	---	
9/27/2017	10:43:57	758.00		153.69	---	---	---	18.900	---	---	---	855.16	29.049	---	---	---	29.629	---	---	---	399.764	---	---	---	6.685	---	---	---	
9/27/2017	10:43:58	759.00		154.03	---	---	---	18.900	---	---	---	855.18	29.049	---	---	---	29.602	---	---	---	399.438	---	---	---	6.678	---	---	---	
9/27/2017	10:43:59	760.00		154.33	---	---	---	18.900	---	---	---	855.19	29.049	---	---	---	29.578	---	---	---	399.113	---	---	---	6.681	---	---	---	
9/27/2017	10:44:00	761.00		154.62	---	---	---	18.900	---	---	---	855.18	29.049	---	---	---	29.555	---	---	---	398.806	---	---	---	6.676	---	---	---	
9/27/2017	10:44:01	762.00		154.89	---	---	---	18.900	---	---	---	855.17	29.049	---	---	---	29.534	---	---	---	398.484	---	---	---	6.668	---	---	---	
9/27/2017	10:44:02	763.00		155.18	---	---	---	18.900	---	---	---	855.18	29.049	---	---	---	29.511	---	---	---	398.202	---	---	---	6.660	---	---	---	
9/27/2017	10:44:03	764.00		155.50	---	---	---	18.900	---	---	---	855.18	29.049	---	---	---	29.485	---	---	---	397.852	---	---	---	6.663	---	---	---	
9/27/2017	10:44:04	765.00		155.79	---	---	---	18.900	---	---	---	855.17	29.049	---	---	---	29.462	---	---	---	397.511	---	---	---	6.663	---	---	---	
9/27/2017	10:44:05	766.00		156.08	---	---	---	18.900	---	---	---	855.18	29.049	---	---	---	29.440	---	---	---	397.131	---	---	---	6.659	---	---	---	
9/27/2017	10:44:06	767.00		156.33	---	---	---	18.900	---	---	---	855.20	29.049	---	---	---	29.420	---	---	---	396.770	---	---	---	6.654	---	---	---	
9/27/2017	10:44:07	768.00		156.64	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	29.396	---	---	---	396.441	---	---	---	6.647	---	---	---	
9/27/2017	10:44:08	769.00		156.89	---	---	---	18.900	---	---	---	855.20	29.049	---	---	---	29.376	---	---	---	396.111	---	---	---	6.639	---	---	---	
9/27/2017	10:44:09	770.00		157.12	---	---	---	18.900	---	---	---	855.19	29.049	---	---	---	29.358	---	---	---	395.777	---	---	---	6.649	---	---	---	
9/27/2017	10:44:10	771.00		157.40	---	---	---	18.900	---	---	---	855.17	29.049	---	---	---	29.336	---	---	---	395.426	---	---	---	6.654	---	---	---	
9/27/2017	10:44:11	772.00		157.73	---	---	---	18.900	---	---	---	855.16	29.049	---	---	---	29.310	---	---	---	395.091	---	---	---	6.658	---	---	---	
9/27/2017	10:44:12	773.00		158.06	---	---	---	18.900	---	---	---	855.15	29.049	---	---	---	29.285	---	---	---	394.760	---	---	---	6.649	---	---	---	
9/27/2017	10:44:13	774.00		158.33	---	---	---	18.900	---	---	---	855.16	29.049	---	---	---	29.263	---	---	---	394.417	---	---	---	6.647	---	---	---	
9/27/2017	10:44:14	775.00		158.70	---	---	---	18.900	---	---	---	855.19	29.049	---	---	---	29.235	---	---	---	394.050	---	---	---	6.652	---	---	---	
9/27/2017	10:44:15	776.00		159.07	---	---	---	18.900	---	---	---	855.20	29.049	---	---	---	29.206	---	---	---	393.699	---	---	---	6.644	---	---	---	
9/27/2017	10:44:16	777.00		159.40	---	---	---	18.900	---	---	---	855.25	29.049	---	---	---	29.181	---	---	---	393.319	---	---	---	6.647	---	---	---	
9/27/2017	10:44:17	778.00		159.62	---	---	---	18.900	---	---	---	855.23	29.049	---	---	---	29.164	---	---	---	392.970	---	---	---	6.643	---	---	---	
9/27/2017	10:44:18	779.00		159.86	---	---	---	18.900	---	---	---	855.24	29.049	---	---	---	29.145	---	---	---	392.627	---	---	---	6.648	---	---	---	
9/27/2017	10:44:19	780.00		160.15	---	---	---	18.900	---	---	---	855.22	29.049	---	---	---	29.123	---	---	---	392.308	---	---	---	6.648	---	---	---	
9/27/2017	10:44:20	781.00		160.54	---	---	---	18.900	---	---	---	855.22	29.049	---	---	---	29.093	---	---	---	391.974	---	---	---	6.653	---	---	---	
9/27/2017	10:44:21	782.00		160.89	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	29.067	---	---	---	391.627	---	---	---	6.654	---	---	---	
9/27/2017	10:44:22	783.00		161.24	---	---	---	18.900	---	---	---	855.20	29.049	---	---	---	29.040	---	---	---	391.291	---	---	---	6.648	---	---	---	
9/27/2017	10:44:23	784.00		161.72	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	29.003	---	---	---	390.729	---	---	---	19.470	---	---	---	
9/27/2017	10:44:24	785.00		162.07	---	---	---	18.900	---	---	---	855.23	29.049	---	---	---	28.977	---	---	---	390.364	---	---	---	19.465	---	---	---	
9/27/2017	10:44:25	786.00		162.41	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	28.951	---	---	---	390.002	---	---	---	19.607	---	---	---	
9/27/2017	10:44:26	787.00		162.48	---	---	---	18.900	---	---	---	855.19	29.049	---	---	---	28.945	---	---	---	389.893	---	---	---	6.912	---	---	---	
9/27/2017	10:44:27	788.00		162.75	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	28.925	---	---	---	389.586	---	---	---	7.053	---	---	---	
9/27/2017	10:44:28	789.00		162.97	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	28.908	---	---	---	389.260	---	---	---	7.052	---	---	---	
9/27/2017	10:44:29	790.00		163.24	---	---	---	18.900	---	---	---	855.22	29.049	---	---	---	28.888	---	---	---	388.912	---	---	---	7.055	---	---	---	
9/27/2017	10:44:30	791.00		163.50	---	---	---	18.900	---	---	---	855.21	29.049	---	---	---	28.869	---	---	---	388.577	---	---	---	7.041	---	---	---	
9/27/2017	10:44:31	792.00		163.77	---	---	---	18.900	---	---	---	855.23	29.049	---	---	---	28.848	---	---	---	388.236	---	---	---	7.027	---	---	---	
9/27/2017	10:44:32	793.00		164.11	---	---	---	18.900	---	---	---	855.23	29.049	---	---	---	28.823	---	---	---	387.918	---	---	---	7.025	---	---	---	
9/27/2017	10:44:33	794.00		164.41	---	---	---	18.900	---	---	---	855.22	29.049	---	---	---	28.800	---	---	---	387.579	---	---	---	7.028	---	---	---	
9/27/2017	10:44:34	795.00		164.73	---	---	---	18.900	---	---	---	855.20	29.049	---	---	---	28.776	---	---	---	387.236	---	---	---	7.035	---	---	---	
9/27/2017	10:44:35	796.00		165.00	---	---	---	18.900	---	---	---	855.19	29.049	---	---	---	28.756	---	---	---	386.882	---	---	---	7.036	---	---	---	
9/27/2017	10:44:36	797.00		165.35	---	---	---	18.900	---	---	---	855.17	29.049	---	---	---	28.730	---	---	---	386.553	---	---	---	7.036	---	---	---	
9/27/2017	10:44:37	798.00		165.64	---	---	---	18.900	---	---	---	855.20	29.049	---	---	---	28.708	---	---	---	386.231	---	---	---	7.017	---	---	---	
9/27/2017	10:44:38	799.00		165.98	---	---	---	18.900	---	---	---	855.20	29.049	---	---	---	28.683	---	---	---	385.888	---	---	---	6.999	---	---	---	
9/27/2017	10:44:39	800.00		166.33	---	---	---	18.900	---	---	---	855.19	29.049	---	---	---	28.657	---	---	---	385.530	---	---	---	7.003	---	---	---	
9/27/2017	10:44:40	801.00		166.68	---	---	---	18.900	---	---	---	855.18	29.049	---	---	---	28.631	---	---	---	385.182	---	---	---	7.014	---	---	---	
9/27/2017	10:44:41	802.00		166.99	---	---	---	18.900	---	---	---	855.20	29.049	---	---	---	28.608	---	---	---	384.848	---	---	---	7.011	---	---	---	
9/27/2017	10:44:42	803.00		167.26	---	---	---	18.900	---	---	---	855.24	29.049	---	---	---	28.589	---	---	---	384.485	---	---	---	7.008	---	---	---	
9/27/2017	10:44:43	804.00		167.58	---	---	---	18.900	---	---	---	855.26	29.049	---	---	---	28.565	---	---	---	384.115	---	---	---	7.017	---	---	---	
9/27/2017	10:44:44	805.00		167.94	---	---	---	18.900	---	---	---	855.25	29.049	---	---	---	28.539	---	---	---	383.734	---	---	---	7.021	---	---	---	
9/27/2017	10:44:45	806.00		168.31	---	---	---	18.900	---	---	---	855.24	29.049	---	---	---	28.512	---	---	---	383.403	---	---	---	6.992	---	---	---	
