Wavelength (nm),f2_blank,Pt_abs_F1,Pt_abs_F2,Pt_abs_F3,Pt_abs_F4,Pt_abs_F5,Pt_abs_F6,Pt_abs_F7
682.0003052,-0.005540807,0.346587628,0.336354911,0.360191077,0.428444564,0.641653538,0.831614494,0.810947716
681.4936523,0.018989958,0.392544597,0.411251873,0.356925547,0.367397785,0.598171949,0.674808323,0.747055948
680.9868774,-0.024194451,0.407483161,0.312311798,0.380410016,0.312412053,0.713656008,0.649974287,0.705075681
680.5162964,-0.000366236,0.398617119,0.349609643,0.343407929,0.406001985,0.719888747,0.962340593,0.831505716
680.0093994,-0.015222863,0.369350314,0.324064314,0.37194705,0.433021039,0.704736352,0.631969631,0.74856329
679.5024414,0.023376966,0.326202005,0.356269807,0.330680817,0.440873534,1.125699043,0.938232243,0.803983629
678.9954224,-0.02705319,0.418796152,0.437216282,0.408421338,0.363259912,0.615413129,0.604728997,0.757430613
678.4882813,-0.004128079,0.410879999,0.412058711,0.433030993,0.425769836,0.705399096,0.615089476,0.838853061
678.017334,-0.005123555,0.38422972,0.375860125,0.332802743,0.382926822,0.664800882,0.957467854,0.878348112
677.5100098,0.009106044,0.405407041,0.351819843,0.348925948,0.400831848,0.665281653,0.806914449,0.832141578
677.0026855,-0.02284617,0.491772592,0.344898373,0.428798765,0.427494228,0.73562789,0.704050481,0.962098241
676.4952393,-0.013177367,0.409052044,0.386864334,0.374839276,0.42206037,0.657040954,0.962609589,0.905838966
675.9877319,0.00320543,0.408586383,0.348692238,0.391233474,0.378948957,0.680206657,0.981885135,0.877593458
675.5164185,-0.028265731,0.480037153,0.396314412,0.340524763,0.418938607,0.743158042,0.645385742,0.952784479
675.008728,0.010253279,0.407391995,0.360800773,0.332314462,0.427392423,0.948121846,0.754678786,0.947505474
674.5009766,0.002758427,0.396088958,0.371751428,0.462332338,0.336025536,0.729569376,0.559176862,0.620058894
673.993103,-0.021375963,0.418683827,0.326553762,0.384867966,0.425966859,1.121086597,0.667980552,0.851979971
673.4852295,-0.013835163,0.41580841,0.372974753,0.340267628,0.424157471,0.695521593,0.61819154,0.905858457
673.0135498,0.005318425,0.374612063,0.391961724,0.448734641,0.440221757,0.871395171,0.665236652,0.732880056
672.5054321,0.012462517,0.409951478,0.491241276,0.336117744,0.426371604,0.677659571,0.712136805,0.606407285
671.9973145,0.002675827,0.381363243,0.421624124,0.356178761,0.380462885,0.704421461,0.806219757,0.934556663
671.4891357,0.000234487,0.367464423,0.398619443,0.50351119,0.339209795,0.708864868,0.68079716,0.752356708
671.0170898,0.028442765,0.39522475,0.419716358,0.334388971,0.32887286,0.76226759,0.713272572,0.721203506
670.508728,0.000933908,0.445267707,0.331609756,0.339103848,0.348726392,0.804445565,0.693383157,0.855790854
670.0002441,0.011618384,0.407994568,0.310089648,0.323757857,0.39019689,0.738675833,0.753288746,0.716672003
669.4917603,0.001727696,0.375809699,0.306245446,0.353501588,0.441278547,0.809201002,0.738882542,0.63029635
668.9831543,0.023813637,0.342499912,0.30129081,0.362866014,0.31216535,0.621912956,0.695026994,0.889381886
668.5108032,-0.007688122,0.355998099,0.31084007,0.331979901,0.396927655,0.682460904,0.68294853,0.664865017
668.0020142,-0.021063972,0.308281511,0.363439083,0.341214389,0.298176616,0.765625477,0.657777548,0.731443584
667.4932251,0.02210575,0.329001367,0.32707873,0.314673811,0.386179537,0.577088177,0.651082099,0.57245177
666.9842529,0.013182702,0.369491965,0.276106715,0.251826018,0.348852456,0.529477716,0.511608779,0.592664838
666.5115967,-0.005481356,0.349720717,0.343170345,0.320887625,0.322867394,0.623453915,0.646079779,0.55876416
666.0025635,0.021933641,0.330271006,0.294298947,0.285266489,0.30333823,0.586673617,0.602214813,0.569598496
665.4933472,-0.014813113,0.338920683,0.296806604,0.241346315,0.379360169,0.66314429,0.548842132,0.608630776
664.9841309,0.022800948,0.300423294,0.277008176,0.349601924,0.297428966,0.542602003,0.456772178,0.450311214
664.5112305,0.013385198,0.334408134,0.261510164,0.224886313,0.270240098,0.389807105,0.483899534,0.538834035
664.0018311,0.007701317,0.27675882,0.28656286,0.271214813,0.292297125,0.527471304,0.494618744,0.599846959
663.4923706,0.014927504,0.271851778,0.314815551,0.29392907,0.290278852,0.454384595,0.51832968,0.564056099
662.9828491,-0.031364463,0.261084914,0.265826345,0.250415236,0.316162974,0.484845638,0.429719985,0.512496293
662.5096436,-0.000532769,0.252154172,0.175988823,0.196399897,0.275972039,0.469084352,0.455033541,0.474396139
662,0.016675903,0.195986912,0.247558773,0.265193045,0.26003933,0.407506675,0.409873158,0.425508887
661.4901733,-0.002914845,0.234834224,0.193240419,0.20707567,0.259220868,0.419029564,0.493172109,0.515589416
661.0167236,-0.012689311,0.236963123,0.231934488,0.236712277,0.202747792,0.429966182,0.4167853,0.394263506
660.5068359,0.004253506,0.249838769,0.222790793,0.196527958,0.22511515,0.398527533,0.314682156,0.376823336
659.9968262,0.005548434,0.258422226,0.124756366,0.185947582,0.201781392,0.422600091,0.415956497,0.447515965
659.4867554,-0.035708804,0.195136473,0.193203583,0.184990183,0.212424532,0.393179685,0.405418128,0.421814501
659.0131226,0.003119043,0.223058954,0.173524171,0.179201528,0.208521545,0.349499553,0.357709825,0.342241198
658.5028076,-0.004558994,0.194954559,0.148945808,0.185297653,0.202495724,0.382972032,0.347053677,0.446297377
657.9925537,0.006188408,0.213797063,0.167064548,0.119009949,0.240858987,0.325995028,0.393000692,0.376190901
657.4821777,0.013937547,0.174402595,0.187170893,0.185597077,0.212143198,0.33215642,0.296342433,0.371922672
657.0081177,0.020389711,0.171727747,0.132073775,0.191061571,0.190211684,0.365613937,0.405177891,0.317409098
656.4976196,0.023088533,0.148224905,0.155275881,0.16344966,0.217753783,0.323813289,0.283114672,0.36935389
655.9869995,0.020318147,0.178703263,0.098436952,0.118624747,0.173855722,0.310103566,0.332248509,0.338436574
655.5128174,-0.022256441,0.182558522,0.146760047,0.136548609,0.171686038,0.331027746,0.339220136,0.328558505
655.0020752,-0.01118925,0.184180096,0.172263086,0.19398129,0.189209834,0.278631032,0.345986277,0.328810364
654.491272,0.004231653,0.172365785,0.143417537,0.165335566,0.129433319,0.293008089,0.338050365,0.3544119
654.0167847,0.012656709,0.174802482,0.159946665,0.142924801,0.198851451,0.35026294,0.322797,0.32884863
653.5057983,0.031348266,0.156830415,0.168101281,0.15381442,0.211018026,0.316418022,0.299213558,0.312174946
652.994751,0.023922648,0.198454559,0.133226901,0.121527247,0.174494475,0.306920469,0.254849285,0.324896216
652.4836426,-0.004390359,0.137146279,0.117874004,0.119968809,0.172961682,0.313682139,0.271896422,0.362390727
652.0089111,0.001332945,0.155852988,0.176348642,0.140270561,0.171227187,0.291512609,0.284036994,0.313186705
651.4976807,0.038310472,0.129523546,0.170818299,0.12898998,0.199326888,0.256484389,0.296976596,0.226575255
650.9862671,0.017485786,0.164833248,0.143992931,0.123733915,0.211737558,0.242006585,0.239241779,0.330363244
650.5113525,0.041987401,0.185119048,0.136282533,0.186611489,0.115001164,0.238730773,0.296955705,0.281733334
649.9998169,0.000996847,0.117915399,0.173638716,0.110926837,0.175765395,0.259629637,0.278244138,0.266991854
649.4882813,-0.00602302,0.160796419,0.158502013,0.132687688,0.129844502,0.29175067,0.28788501,0.3198331
649.0131226,-0.007160652,0.154013664,0.10741061,0.140106201,0.182532191,0.280542523,0.329754651,0.263314456
648.5014038,-0.006585325,0.203729138,0.126140609,0.096547462,0.19923158,0.276625633,0.311485916,0.319580466
647.989624,0.010958922,0.151466146,0.137861237,0.131169975,0.172508836,0.309329629,0.244055584,0.333551645
647.5142212,0.024507087,0.147450566,0.135237917,0.194383502,0.153250113,0.317459047,0.26463902,0.341063619
647.0022583,0.018767208,0.103160739,0.152133107,0.119290821,0.206042439,0.323107541,0.299099356,0.262198597
646.4903564,0.021951284,0.131260738,0.138316214,0.136760071,0.215322837,0.229121208,0.294015408,0.288594067
646.0147705,-0.019060235,0.163054436,0.144071594,0.127887577,0.175723612,0.33967346,0.319418758,0.281846732
645.5025635,0.00127071,0.135735124,0.111525647,0.119406395,0.190660641,0.238653138,0.286257118,0.33789137
644.9902954,-0.023370687,0.15608272,0.143851221,0.179677501,0.161782384,0.291105211,0.29399392,0.318948001
644.5145874,0.035101417,0.184489876,0.14475058,0.142185345,0.203311682,0.307570189,0.287133455,0.330570847
644.0021362,0.003328664,0.160691768,0.161276043,0.153323755,0.194202349,0.276873678,0.320512682,0.369697064
643.4896851,0.020063158,0.167639986,0.125733674,0.207948044,0.219518319,0.266367436,0.249422029,0.307806462
643.0137329,0.014727206,0.180485308,0.136963174,0.159944087,0.189035505,0.290162206,0.32095772,0.357120603
642.5010986,0.019770253,0.1799898,0.165787622,0.155350551,0.154813379,0.291103303,0.335871011,0.321039975
641.9884033,-0.021694131,0.161746174,0.178684861,0.14245905,0.209657922,0.346813321,0.304248512,0.299885988
641.5122681,0.014908697,0.167225033,0.196027234,0.179862216,0.212703005,0.31906271,0.38694042,0.34634757
640.9994507,0.011163705,0.159360409,0.146871477,0.147177324,0.212020695,0.288645834,0.321387708,0.40099895
640.4865112,0.008951984,0.152092978,0.172867894,0.185999543,0.182432503,0.286581904,0.28409633,0.270026982
640.0101318,-0.012991847,0.146534368,0.205733463,0.145843446,0.20049952,0.3188079,0.28150332,0.340795785
639.4970703,0.041788764,0.192492575,0.167295113,0.188717544,0.162413999,0.361850768,0.333649367,0.299591452
638.9838867,0.012354854,0.184138641,0.118330672,0.148680776,0.177355021,0.305486172,0.296427876,0.367522091
638.5073853,0.015817937,0.164565906,0.136109322,0.148174763,0.233377814,0.356669068,0.32340467,0.314659238
637.9940796,-0.008394753,0.172236264,0.162046924,0.154163703,0.202631012,0.321819842,0.329911411,0.351977795
637.517395,0.023363117,0.240687639,0.185459614,0.164700314,0.215839744,0.279535174,0.349171102,0.31931892
637.0039063,0.02936827,0.154824838,0.156865075,0.167283014,0.157088056,0.316137403,0.337295622,0.323382139
636.4904175,0.019554414,0.231888399,0.145407945,0.152730539,0.196621984,0.356786102,0.352169395,0.283230126
636.0134888,-0.005647575,0.216407865,0.141185522,0.170218453,0.22224389,0.31967628,0.346935064,0.303292424
635.4998779,0.022213379,0.201432079,0.195690438,0.144111484,0.186634123,0.307461917,0.340115547,0.364220113
634.986145,0.031658359,0.236250356,0.159324765,0.1637128,0.218005031,0.342577875,0.299824774,0.314565986
634.5090332,-0.010906862,0.159715936,0.135099471,0.128834397,0.194849327,0.33320111,0.368652046,0.293575794
633.9951172,0.00677821,0.161265492,0.192056373,0.150848448,0.178948224,0.25786823,0.290808588,0.339692831
633.5178833,0.006167954,0.152098194,0.164479405,0.16534622,0.200945109,0.326753527,0.331769586,0.275820434
633.0038452,0.02989278,0.167409092,0.19626236,0.178124502,0.244834006,0.297855228,0.322651207,0.269281745
632.4898071,0.007814343,0.203803212,0.166579187,0.118486419,0.202172309,0.324792117,0.325004935,0.365410626
632.0123291,0.01631931,0.217646688,0.203638852,0.15595533,0.211352274,0.331352115,0.341189563,0.323008418
631.4980469,-0.002421393,0.179382876,0.153528452,0.119876787,0.19833982,0.29514572,0.282891959,0.335145295
630.9837646,0.007689118,0.160379067,0.164957434,0.178562626,0.153358802,0.299522519,0.307949752,0.347968131
630.5061035,-0.001052231,0.170649096,0.14429386,0.168830082,0.21731469,0.318691999,0.319972843,0.322703213
629.9916382,0.019652773,0.137869522,0.166856617,0.167461664,0.239049614,0.32469517,0.321548373,0.337750465
629.513916,0.01972886,0.155513048,0.171480641,0.155793026,0.153045297,0.275440574,0.316089928,0.361474931
628.9992676,0.032794211,0.171040624,0.177144393,0.172040731,0.171176851,0.312632054,0.319033951,0.312270135
628.4846191,0.010793909,0.1428051,0.176021516,0.147423953,0.182861105,0.310492486,0.297273159,0.337240547
628.0065918,-0.003246054,0.198779315,0.146699399,0.153095752,0.204150632,0.341340005,0.271848917,0.300880283
627.4918213,0.002114015,0.161380723,0.188497111,0.154135317,0.215058997,0.355191082,0.335847557,0.349850923
627.0136719,0.020477079,0.171034128,0.163944349,0.150648132,0.204181612,0.344040304,0.338663101,0.357915431
626.4987793,0.018690722,0.170318022,0.192022741,0.150973663,0.211005434,0.298581153,0.353174329,0.302878708
625.9837036,0.01484829,0.152654424,0.144431889,0.176331669,0.213545397,0.316767037,0.281606406,0.305725366
625.5053711,0.028235503,0.17129086,0.144838691,0.176981226,0.198839292,0.300769389,0.289756,0.306960583
624.9901123,0.016217565,0.166056246,0.119305879,0.160915598,0.171871647,0.289733648,0.291132093,0.328231841
624.5117798,-0.009456196,0.137660459,0.160839483,0.16474475,0.202426583,0.321838498,0.300461173,0.323771119
623.9963989,-0.000349372,0.175466776,0.136243209,0.137478873,0.180565417,0.335891515,0.324386925,0.333045453
623.5178223,0.01218385,0.209030941,0.199702442,0.142069534,0.201979756,0.317589372,0.298125088,0.286561459
623.0023804,0.01674189,0.173038855,0.177020446,0.147681892,0.17924428,0.271469921,0.330864698,0.290493667
622.4868164,0.032082539,0.157212883,0.174223214,0.135265306,0.202975139,0.274944574,0.239411503,0.352249831
622.0081177,0.022266345,0.142056331,0.195948139,0.161696628,0.216944054,0.298890203,0.274518818,0.330813438
621.4923706,-0.010118131,0.156897619,0.150047332,0.170141161,0.191384375,0.268044442,0.345506519,0.326720178
621.0134277,0.02601284,0.194088325,0.164927691,0.116310492,0.212116033,0.302835941,0.305982024,0.256879062
620.4976196,0.030709878,0.178337127,0.159357339,0.184969097,0.232385963,0.294630826,0.30522269,0.303816319
619.9817505,0.038017858,0.19995141,0.152532339,0.142946526,0.191354975,0.305282176,0.303276807,0.309023917
619.5026245,0.011207053,0.168080851,0.15342325,0.156994,0.188048214,0.292501092,0.297100931,0.292222947
618.9866333,0.02879402,0.128064036,0.125188693,0.108726673,0.167319477,0.258508533,0.292706698,0.289258033
618.5073242,0.001300281,0.16516155,0.177264571,0.173667178,0.176674187,0.268418789,0.281013519,0.294893533
617.9911499,0.012296079,0.178187892,0.097084902,0.151911765,0.148513049,0.305923611,0.275205433,0.299188197
617.5118408,0.022191856,0.153430253,0.172530517,0.121047579,0.228505194,0.269175679,0.268590778,0.35451135
616.9955444,0.025011742,0.132202312,0.18298398,0.182553589,0.18350251,0.30124265,0.274405718,0.294023782
616.5160522,0.013724746,0.143023387,0.134546593,0.121998504,0.178181142,0.308984339,0.293906331,0.267751128
615.9995728,0.029842313,0.186650485,0.153043896,0.153971106,0.15895623,0.291653097,0.343478441,0.326215059
615.4829712,0.022429209,0.171477109,0.17326498,0.144749135,0.129973888,0.279073507,0.262428671,0.307787418
615.0033569,0.025322994,0.181813017,0.155564308,0.142809242,0.155259863,0.279280216,0.271434575,0.295908243
614.4866943,0.029010767,0.136433557,0.129689023,0.112511702,0.186582729,0.312085331,0.252403081,0.265053242
614.0067749,0.025523271,0.148426265,0.129269227,0.114516847,0.161414281,0.269761473,0.269109964,0.308751315
613.4899902,0.040855318,0.145603761,0.135605171,0.132885829,0.166539177,0.295311838,0.290842116,0.296709657
613.0100098,0.045609143,0.150824159,0.153171316,0.152973235,0.14752236,0.257210583,0.274328858,0.354465067
612.493103,0.026984463,0.150538951,0.12831156,0.123103611,0.176219016,0.301895738,0.262712151,0.280293673
612.0130005,0.000130381,0.146933451,0.135719806,0.150114432,0.188123569,0.268871069,0.243752182,0.27358669
611.4959106,0.024086572,0.165571436,0.127429396,0.139705941,0.180678219,0.270662278,0.268553436,0.301747441
611.015625,0.021466298,0.16031754,0.123360425,0.129257411,0.190029889,0.261885315,0.300017625,0.276550263
610.4984741,0.017184893,0.138866603,0.138922691,0.12028499,0.182396099,0.248913288,0.240919337,0.24308686
610.0181274,0.009541479,0.149414673,0.11710798,0.105727896,0.18258296,0.284910023,0.265534401,0.250485897
609.5007324,0.027883096,0.135458976,0.133193195,0.13487117,0.165499464,0.254177272,0.277218819,0.286248058
608.9833374,0.027728356,0.143469289,0.138152972,0.131580308,0.166331038,0.248922706,0.249428093,0.29061684
608.5027466,0.021993382,0.138064206,0.125912517,0.139300659,0.17612806,0.24887526,0.294242531,0.262711316
607.9851685,0.022676399,0.129350051,0.123401247,0.136655137,0.172121331,0.293076843,0.255115956,0.272954136
607.5045166,0.018845709,0.136631146,0.134524226,0.141178936,0.160746083,0.264177054,0.262381971,0.273466051
606.9868164,0.02248043,0.16456382,0.116653755,0.128569767,0.15782927,0.253121972,0.264257014,0.249479443
606.5059814,0.015132344,0.152326942,0.121748015,0.11425332,0.171559289,0.261575878,0.281838089,0.264183998
605.9880981,0.024654463,0.138170302,0.148670062,0.112588853,0.160447717,0.203811869,0.213053212,0.261937976
605.5072632,0.024747215,0.159972891,0.158988044,0.135766149,0.178999901,0.237485275,0.240010306,0.257998854
604.9891968,0.01566411,0.143317819,0.127023473,0.103179522,0.175884336,0.268223405,0.255118251,0.261459917
604.5081787,0.017467974,0.157261476,0.108018726,0.14227201,0.150733277,0.245235756,0.282364458,0.263926119
603.9900513,0.00372453,0.158699125,0.123979464,0.114123993,0.167418569,0.22569041,0.242360994,0.260193795
603.5089111,0.027346615,0.119495079,0.137782052,0.112258174,0.162785515,0.21058552,0.227929354,0.267973334
602.9906006,0.024230247,0.122858457,0.140406847,0.142730847,0.117223084,0.212322667,0.247212023,0.247252926
602.5092773,0.025636284,0.12370903,0.134812459,0.137230903,0.14154914,0.241702631,0.253107429,0.240562096
601.9909058,0.022968462,0.121680319,0.118534133,0.12054906,0.148249671,0.221207187,0.22685492,0.253861845
601.5093994,0.017788669,0.101041123,0.135669738,0.118992411,0.143123061,0.252693415,0.249257118,0.269141287
600.9908447,0.002092607,0.127763331,0.111935586,0.093110599,0.155626386,0.24523522,0.275159419,0.247768879
600.5093384,0.024191136,0.120132655,0.119699255,0.119127326,0.166936263,0.250047863,0.251008868,0.265121669
599.9906616,0.030452769,0.125752151,0.126285583,0.125640601,0.160366491,0.267372012,0.233953089,0.272987902
599.5089111,0.014634989,0.154939205,0.121896014,0.144317254,0.16446726,0.254957378,0.255928487,0.260654837
598.9901123,0.035263721,0.156103894,0.13552846,0.125629231,0.154719442,0.221640661,0.247983173,0.254764199
598.5083008,0.027107084,0.148433551,0.127578616,0.117477082,0.161792979,0.249112606,0.275221616,0.266031951
597.9893799,0.022520233,0.143814415,0.137164623,0.12046621,0.170068011,0.263835669,0.247161672,0.247216642
597.5073853,0.030509889,0.144771501,0.146900997,0.131381571,0.151658759,0.258749813,0.2409468,0.237005204
596.9882813,0.018632598,0.149577931,0.12861076,0.128878966,0.153929368,0.240464494,0.243410289,0.285688639
596.5062866,0.017674312,0.133807227,0.139483064,0.096588269,0.146025226,0.260151237,0.257412493,0.25507018
595.9870605,0.024424326,0.150505051,0.132686526,0.112130575,0.161935628,0.224265859,0.231884286,0.296476126
595.5048218,0.016402906,0.15645887,0.154779881,0.137629211,0.14812474,0.248043835,0.256028384,0.263179123
594.9854736,0.020982206,0.147749111,0.141091019,0.122087918,0.172144607,0.245137334,0.242238849,0.250229061
594.5031738,0.032267805,0.133662432,0.134528816,0.119084105,0.167366996,0.237569332,0.23296316,0.27090773
593.9836426,0.000452956,0.176711276,0.119628236,0.138838485,0.147582725,0.235271812,0.282470852,0.231944695
593.5012207,0.012848589,0.147795454,0.125193566,0.12269076,0.148545772,0.240672737,0.263322592,0.315027297
592.9815674,0.024355818,0.148541957,0.133664116,0.138211653,0.148388743,0.237905413,0.265677989,0.269637317
592.4989624,0.033395611,0.163137823,0.142283499,0.117701739,0.150854424,0.290151805,0.288440198,0.273463458
592.0163574,0.040308915,0.144973934,0.160625175,0.160533994,0.150745437,0.229476094,0.247891903,0.279239804
591.496521,0.051152054,0.13374491,0.140005529,0.14438428,0.198359117,0.226696864,0.26368162,0.267169058
591.0137329,0.026903735,0.150738627,0.113714442,0.146809667,0.171433657,0.280176044,0.2930094,0.281317979
590.4937744,0.021793853,0.154848725,0.137009978,0.108489931,0.197055057,0.237521201,0.259437263,0.260760039
590.0109253,0.021700343,0.143755227,0.13864629,0.105383724,0.166406825,0.270773858,0.238822416,0.311868489
589.4908447,0.003531863,0.134295419,0.118284404,0.1396669,0.168334678,0.232139602,0.275410026,0.27250728
589.0077515,0.038895044,0.135239258,0.157462418,0.143231988,0.150568679,0.238587901,0.256564379,0.294347018
588.4875488,0.035802234,0.175033286,0.13854304,0.114157826,0.166240037,0.270003021,0.232852653,0.274419457
588.0044556,0.038266055,0.154023215,0.148406625,0.141626507,0.176905677,0.25457269,0.256842077,0.263986826
587.4840698,0.029820632,0.142311513,0.122226059,0.128512934,0.138195708,0.286543995,0.268234462,0.290140301
587.0008545,0.019180788,0.183310822,0.163722798,0.149835646,0.163964883,0.269662648,0.310205728,0.277725339
586.5174561,0.013529942,0.16666238,0.132133454,0.112963937,0.160905808,0.295878083,0.260059595,0.284194648
585.9968872,0.012375254,0.160122886,0.148835078,0.182246059,0.176203981,0.263677865,0.268919438,0.266447932
585.5134888,0.017000724,0.159672871,0.139680937,0.110278525,0.176769063,0.241364196,0.277807385,0.250837982
584.9927979,0.020039167,0.115024373,0.164195955,0.125072643,0.160650924,0.221229374,0.294122428,0.303576469
584.5092163,0.004436556,0.158910066,0.120154195,0.148855582,0.167330846,0.278271556,0.248815715,0.244896188
583.9884033,0.012099944,0.141743004,0.138937563,0.129728526,0.198189527,0.300366432,0.249175787,0.264429718
583.5046997,0.014001758,0.166312963,0.139234513,0.134475291,0.171598598,0.277373284,0.281240255,0.257230848
582.9837646,0.021455556,0.170626774,0.151905969,0.121276483,0.163220257,0.288879424,0.243046269,0.257895976
582.4998779,0.003146472,0.126252964,0.1405821,0.115035236,0.214287937,0.248775557,0.24902162,0.285769999
582.0159912,0.030001247,0.177724749,0.136045009,0.137921691,0.172850668,0.253513336,0.261914104,0.282674581
581.494873,0.032299619,0.155882269,0.140552864,0.123538874,0.153839022,0.263144672,0.247744933,0.305839628
581.0108643,0.024536476,0.164233521,0.133119866,0.118074812,0.162926942,0.251807243,0.264156133,0.262242258
580.489563,0.034752652,0.163737625,0.13108553,0.136197791,0.168377712,0.264808297,0.270933986,0.293762505
580.0054321,0.013799587,0.152235478,0.132101446,0.12401817,0.194356039,0.245641306,0.305726379,0.263078302
579.4840088,0.03290768,0.131949574,0.146177322,0.137310371,0.175693244,0.228106707,0.2769382,0.305145174
578.9998169,0.016271954,0.132658526,0.15936698,0.129455775,0.158208773,0.240073115,0.276033491,0.271863312
578.5154419,0.007006126,0.16510132,0.134038061,0.122547567,0.186057538,0.241382286,0.283544391,0.263183802
577.9938354,0.027289001,0.163712382,0.130034402,0.143309638,0.162262395,0.260627985,0.269453943,0.279250175
577.5094604,0.016964978,0.140067458,0.142126381,0.146914795,0.164774686,0.274212688,0.230860859,0.280941397
576.9877319,0.034517188,0.161395401,0.152023435,0.150850654,0.183140814,0.258880734,0.278889448,0.241977662
576.5031128,0.052932762,0.169476837,0.155355141,0.131439135,0.174568757,0.286517143,0.298309267,0.269570857
576.0184937,0.034386601,0.149481535,0.128575549,0.127954051,0.163682833,0.267959654,0.27053526,0.301297337
575.496582,0.024943553,0.149486512,0.129227445,0.122108698,0.152910471,0.282751411,0.262663782,0.286211282
575.0119019,0.016563047,0.153554738,0.148906887,0.140223622,0.16911462,0.250171214,0.266030192,0.301915765
574.4898071,0.034695592,0.145598337,0.12483234,0.127903938,0.170308948,0.256021857,0.261185646,0.272201687
574.0048828,0.024349958,0.15656428,0.128905132,0.150375038,0.195274547,0.266434312,0.293083519,0.312183887
573.4827271,0.036558948,0.175651804,0.124980673,0.13846156,0.171195015,0.286407322,0.2791228,0.282424003
572.9977417,0.032975093,0.161163062,0.165268272,0.131697491,0.171977252,0.247167617,0.269956678,0.280363739
572.5127563,0.002948249,0.156226575,0.150119528,0.12991041,0.198736891,0.295728326,0.264781922,0.296033353
571.9902954,0.023262739,0.127904296,0.152186096,0.125986591,0.197355971,0.277489096,0.264678448,0.302105486
571.505127,0.027915945,0.161587447,0.159972787,0.11733295,0.184085041,0.280400008,0.291901827,0.285637647
570.982666,0.036051616,0.139928818,0.159758151,0.166141823,0.175274313,0.252468854,0.240363404,0.28076002
570.4973755,0.029455027,0.157021388,0.139432028,0.117408492,0.138035566,0.25923121,0.311732143,0.273505449
570.012085,0.02683332,0.158745095,0.155965969,0.12624684,0.170717999,0.274007887,0.282432407,0.277287483
569.4893188,0.024325373,0.139882013,0.141398445,0.133848444,0.185946509,0.278636307,0.27171883,0.301711768
569.0038452,0.031221548,0.123144545,0.132844567,0.127050847,0.145769939,0.262997925,0.272725076,0.311389744
568.5183716,0.028804284,0.164596275,0.150810018,0.11837469,0.159209758,0.270884186,0.274925351,0.283855081
567.9954224,0.011861811,0.153421044,0.150591373,0.111622199,0.181247264,0.301793337,0.284456849,0.282368571
567.5098267,0.014715183,0.18198885,0.143030286,0.142796144,0.168614045,0.278183818,0.294740826,0.307282478
566.9868164,0.01935124,0.171805129,0.144757047,0.150763497,0.174960896,0.29883948,0.258529961,0.316420287
566.5009766,0.017057125,0.151632145,0.145799264,0.109555155,0.183808759,0.300804079,0.276482701,0.315113485
566.0151978,0.034229193,0.145078972,0.138091594,0.139715999,0.164661691,0.300496966,0.26434806,0.289848566
565.4919434,0.038451746,0.174694955,0.150061369,0.123827823,0.187855512,0.275142551,0.286084116,0.290508986
565.0061035,0.029431729,0.156890452,0.133359239,0.138671979,0.18413575,0.283305824,0.29750371,0.301319569
564.4827271,0.022612531,0.168007314,0.136956468,0.130102813,0.200944126,0.270542771,0.286361098,0.315596223
563.9966431,0.037032764,0.152135268,0.147296131,0.147922546,0.17457135,0.263639778,0.28835538,0.292219698
563.5105591,0.01161328,0.158372909,0.146543324,0.151630357,0.189084992,0.27216199,0.338197351,0.33205086
562.9870605,0.026636815,0.17176795,0.147137508,0.167961091,0.186498493,0.300596714,0.294914007,0.333008051
562.5007935,0.01850054,0.132551447,0.161050722,0.165639654,0.177338585,0.328769445,0.319046348,0.316585392
562.0145264,0.025492059,0.15971373,0.153908864,0.163893864,0.182484269,0.33603093,0.306643099,0.347509712
561.4907227,0.023097133,0.150499478,0.172652453,0.159414664,0.176594719,0.295715332,0.295461386,0.333426327
561.0043945,0.022147262,0.166557267,0.154357299,0.136573449,0.195905298,0.272794336,0.297113657,0.334941149
560.5178833,0.01957532,0.186734229,0.158427045,0.144324794,0.176627919,0.342000693,0.32149598,0.325151354
559.9939575,0.035831612,0.193980441,0.156950265,0.15101397,0.204655796,0.318044871,0.337384671,0.367764741
559.5074463,0.038515557,0.1578044,0.171008349,0.173187986,0.194306716,0.321674496,0.344711363,0.376024604
558.9833374,0.023285653,0.165535539,0.176475436,0.153271988,0.174548522,0.326204032,0.341095984,0.349170536
558.4966431,0.033065364,0.188916266,0.159328058,0.188899711,0.196440622,0.305144042,0.344648898,0.371591568
558.0098877,0.017090941,0.191902652,0.151655391,0.162273482,0.199801177,0.314216197,0.339692086,0.350368261
557.4855957,0.032972801,0.161634982,0.156544313,0.148135409,0.188394353,0.3420555,0.301782429,0.329981953
556.9987793,0.009426547,0.158221558,0.176149532,0.164972276,0.214499548,0.341542274,0.335156173,0.425438225
556.5118408,0.025501695,0.179991603,0.153679326,0.169042364,0.204912067,0.346835852,0.336215347,0.385038316
555.9873657,0.026411347,0.187092945,0.18822287,0.172701418,0.209659517,0.369031221,0.353466988,0.402348965
555.5003662,0.030147504,0.191820145,0.155434847,0.162195176,0.215084955,0.368523449,0.376201809,0.373403937
555.0133057,0.027232552,0.210941732,0.166785613,0.185922787,0.212200165,0.372677892,0.363377035,0.376817465
554.4887085,0.0181462,0.213557974,0.190940321,0.181068718,0.207433239,0.373347461,0.379323065,0.37067458
554.0014038,0.031687289,0.177817166,0.20773299,0.170153305,0.220579118,0.34671405,0.369014055,0.39960748
