Wavelength (nm),f2_blank,Pt_abs_F1,Pt_abs_F2,Pt_abs_F3,Pt_abs_F4,Pt_abs_F5,Pt_abs_F6,Pt_abs_F7
747.0150757,-0.051761027,-0.01464461,-0.02482307,-0.02418926,0.02905073,-0.01032657,-0.006915327,-0.024748888
746.4839478,-0.016450049,-0.029817645,-0.016588703,-0.046276174,-0.011438528,-0.042638611,-0.034855925,-0.026670523
745.9882202,-0.000417547,0.00262702,-0.031422786,-0.029680539,0.019963974,-0.00081206,0.002935088,-0.00751851
745.4923096,-0.04207221,-0.015400787,0.004404913,0.006559558,0.009422923,-0.02812702,-0.028039085,-0.031788539
744.9962769,-0.048286933,-0.04267526,-0.023280997,-0.023729557,-0.02549511,-0.025948072,-0.021041285,-0.019502681
744.5002441,-0.006080355,0.002935401,-0.037615839,0.001952951,0.007791177,0.005975985,-0.049430378,0.00229083
744.0040894,-0.019139804,0.010898585,-0.006896321,-0.000734023,0.019962158,-0.036326461,0.000590913,-0.011228654
743.5078735,0.01931005,0.004948386,-0.030789958,0.013309708,-0.036615118,-0.057445481,-0.062614739,-0.026259499
743.0115967,-0.03885667,-0.031347267,-0.032250371,-0.019877421,0.021801937,-0.058178023,-0.030432872,-0.023688184
742.5151367,-0.031529926,-0.025524499,-0.001575768,-0.032694712,0.012974191,-0.025857253,-0.044142567,-0.009773192
741.9831543,-0.040596984,-0.021715999,-0.036797762,0.001707633,0.027167514,-0.053402469,-0.001350543,-0.002567943
741.4865723,-0.008007885,-0.032217011,0.038421799,-0.024343479,0.001822411,-0.050746348,-0.006379724,0.018593445
740.9899292,-0.008679287,-0.012298954,0.026796093,-0.006750663,0.010274882,-0.039502017,-0.034285065,-0.005620438
740.4931641,-0.051090714,-0.018542042,-0.009756994,-0.009461616,-0.001213184,-0.003622091,0.013496188,-0.031414457
739.9962769,-0.020602282,-0.01683032,0.001932383,0.02089335,-0.000441287,-0.016644062,0.039000206,0.014994032
739.4993286,-0.036748912,-0.006433544,-0.025633834,-0.030222274,0.004438072,-0.02080664,-0.032147352,-0.017946634
739.0023193,-0.027142445,0.006715348,-0.003582145,-0.016025839,0.012274482,0.005451121,-0.024119427,-0.005647268
738.505188,-0.035034485,-0.020081773,0.009774663,-0.048741229,0.024965925,-0.027949577,-0.016172459,-0.043562815
738.0079956,-0.056896854,0.001265362,0.024622243,-0.026894627,0.027484259,-0.020648196,-0.035695929,-0.02048056
737.5106812,-0.028103,-0.009643889,-0.019638682,-0.012353454,0.063507341,0.003651223,0.005784992,-0.008543414
737.0132446,-0.021771299,-0.027589902,-0.021313909,-0.040857092,0.007268828,0.028151227,-0.020441443,-0.012239112
736.5158081,-0.030913359,-0.025720503,0.006031889,-0.001551935,0.019917088,-0.009705508,0.009411072,0.003297833
735.9827271,-0.056014638,-0.009380407,-0.023037888,-0.019506345,0.013552295,-0.037004199,0.004022875,0.011121264
735.4851074,-0.039143696,-0.027250063,-0.021536259,-0.040386777,0.039984468,-0.02398394,-0.019770732,-0.017241606
734.9873657,-0.017917177,-0.022700753,-0.018183228,-0.023952732,-0.002624244,-0.002942871,0.025114609,-0.000525995
734.489502,-0.031856813,-0.02063309,0.019456971,-0.026636392,-0.000834021,-0.032110568,0.007614716,-0.010931348
733.9915771,-0.037271358,-0.026006151,-0.036318272,-0.013948585,0.040238395,0.001259235,-0.011723746,0.027964531
733.4936523,-0.038332097,-0.012731193,-0.038502272,0.00226944,0.000936969,-0.029050976,0.042403013,0.00778588
732.9955444,-0.039400134,-0.036665939,-0.020776732,-0.023177546,0.011861944,-0.02902633,0.012495765,-0.007877192
732.4973755,-0.03550652,-0.011140003,-0.043949697,-0.034085613,-0.01523451,-0.024549803,-0.01401165,0.020793082
731.9990845,-0.041467898,0.007881187,-0.031444795,-0.072159581,0.049381372,-0.021269001,0.003301928,-0.005645837
731.5007935,-0.039814979,0.000894426,-0.021830285,-0.035297368,0.046027604,-0.007194262,-0.002546996,0.007589848
731.0023804,-0.043461509,0.003349898,-0.018630732,-0.006098019,0.022420868,-0.006855299,-0.004248114,-0.004491927
730.5037842,-0.034172907,0.025736414,-0.020647852,-0.022860218,-0.032576092,0.000468633,0.018314222,0.005340149
730.005188,-0.035816558,-0.008626962,-0.016492218,-0.016515344,0.012245725,-0.016802927,0.016234173,-0.002372068
729.5065308,-0.037326708,0.02158729,-0.01842108,-0.031553082,0.013532159,-0.009199644,0.01726825,-0.003197953
729.0077515,-0.03893951,0.010176981,0.004496343,-0.038422145,0.039129443,-0.033907715,-0.019730808,-0.002519716
728.5089111,-0.035671797,-0.016384745,-0.005133685,-0.020280348,0.002765252,-0.009578413,0.001990838,0.00923345
728.0099487,-0.03592081,-0.044726543,-0.009240191,-0.031821691,-0.022207744,-0.021482062,0.000510927,-0.001317666
727.5109253,-0.036629394,-0.020052211,-0.027149254,-0.032200858,0.020343998,-0.010246281,-0.029452983,-0.030267812
727.0118408,-0.030232705,0.005696228,-0.016274601,-0.010469062,0.014343741,-0.011778368,-0.009109564,0.005018927
726.5126343,-0.044835683,-0.025400437,0.008586098,-0.011788446,0.014659514,-0.0126784,0.026518507,-0.019566035
726.0133057,-0.028657176,0.002047533,-0.026685275,-0.03153532,0.067316957,-0.026004104,-0.01125857,-0.010545673
725.513916,-0.050580997,-0.018004702,0.001099863,-0.023827437,0.019113481,-0.012426713,-0.004728434,-0.010737291
725.0144653,-0.041346896,-0.043411009,0.024446096,-0.027123429,0.009897075,-0.022934182,0.005258656,-0.008073852
724.5149536,-0.031019466,-0.015028615,-0.005625651,-0.02958779,0.000220656,-0.022595886,-0.013911834,-0.02430466
724.0152588,-0.020788034,-0.007289474,0.007388508,-0.000200052,0.011831352,0.023645554,0.033981469,0.021284439
723.515564,-0.037191812,-0.027784297,-0.014632246,-0.029554758,-0.000854586,-0.021438552,-0.002154726,-0.00672436
723.0158081,-0.054398086,-0.013643653,0.017867396,-0.013152655,-0.001117869,-0.023759311,-0.001266667,-0.020004256
722.5159302,-0.049287818,-0.014630694,-0.044528469,-0.015869934,0.007433956,0.007327663,-0.005266025,0.027606001
722.0159302,-0.002161372,0.016284399,-0.042458922,-0.039169908,0.00900986,-0.028576761,0.010023654,0.019762235
721.5158081,-0.008031874,-0.021069694,-0.000790304,-0.022089818,0.010595772,0.001571088,-0.009746565,0.003434479
721.015686,-0.024847908,0.009846152,-0.003099783,-0.020550339,-0.001227227,-0.019860309,0.00248162,-0.01148285
720.515564,-0.048258398,-0.011964658,-0.009050143,-0.027720334,0.013406609,-0.001135065,0.010033561,-0.000132154
720.0151978,-0.042221148,-6.55E-05,-0.027910642,-0.008736018,0.018066289,-0.010720067,-0.006938867,-0.002662014
719.5147705,-0.033679586,-0.014360002,-0.014765627,-0.030589474,0.037532724,-0.007546037,-0.004042019,0.026076086
719.0142822,-0.050011259,-0.001924802,-0.008135389,-0.019283794,0.014870362,0.022510609,0.003613634,-0.0124326
718.5137329,-0.024137938,0.003899783,-0.009461464,-0.02319286,0.03436581,0.000543142,0.024108874,-0.001425579
718.0130615,-0.028351149,-0.007234437,-0.000653336,-0.014872352,0.023893029,-0.001398539,0.008819509,0.018801996
717.5123291,-0.018904377,-0.018977037,-0.018210435,-0.019562619,0.011532063,0.00661241,-0.002023702,0.024114838
717.0115356,-0.025278246,-0.014564965,0.01242834,0.000349239,0.023685163,0.000452982,0.023635739,0.019870939
716.5105591,-0.044701602,0.01167744,-0.015742734,-0.022057883,0.023955472,0.00368268,0.010082201,0.032314427
716.0096436,-0.057888851,0.006438898,-0.003612952,-0.028962839,0.046703886,0.006903383,-0.002654142,0.012009162
715.5085449,-0.038881853,0.003800148,0.000156871,-0.012476871,0.054216482,-0.021351615,0.015008984,0.010926297
715.0074463,-0.024368981,0.011103339,0.002423593,-0.013763394,0.000620334,-0.024334032,0.022638736,0.027713761
714.5061646,-0.021576853,0.017919512,0.016343392,-0.015224214,0.023540575,-0.013464306,0.033845499,0.018574318
714.0048828,-0.038229659,0.012930079,0.02226967,-0.012511732,0.046591803,0.00269867,0.013241356,0.0291519
713.503418,-0.009508268,-0.008220438,0.020698264,0.000310484,0.025582025,-0.009781646,0.027744913,0.020737959
713.0019531,-0.027639652,0.019503754,0.019493276,-0.015106624,-0.000725598,0.030008653,0.017146787,0.028839137
712.5003052,-0.041588724,0.000941223,0.007482622,-0.011476245,0.042649563,0.039126609,0.039601333,0.03487258
711.9986572,-0.039093357,0.004024495,-0.004996187,-0.000156168,0.026025098,0.028246745,0.05450619,0.059396613
711.4969482,-0.025528599,0.008989801,-0.006643503,-0.004836067,0.034577366,0.029472811,0.062245194,0.028214728
710.9950562,-0.010010484,0.02119517,0.017912012,-0.003824998,0.046162289,0.024133692,0.045859247,0.037896212
710.493103,-0.025729384,0.024498513,-0.004139156,0.005476627,0.016507223,0.046768837,0.02486049,0.038848817
709.9911499,-0.022135871,0.012021882,0.033185355,0.010092879,0.028451029,0.009465701,0.083249524,0.066050731
709.4890137,-0.033763416,0.028664313,0.0260906,0.014326325,0.038741879,0.031809408,0.057893947,0.052240469
708.9868774,-0.035120875,0.010879978,-0.010732189,-0.003054649,0.053081013,0.042937629,0.088318035,0.054427605
708.4846802,-0.040654317,0.031390782,0.021285011,0.004018642,0.075263985,0.054631051,0.078809313,0.055953845
707.9822998,-0.008202505,0.023703916,0.010095184,0.005892063,0.041544382,0.070022196,0.051712919,0.111763679
707.5158081,-0.011632524,0.028350463,0.022208421,-0.004537118,0.051184934,0.043137737,0.068517074,0.080354698
707.0133057,-0.00398744,0.042805657,0.049241368,0.036348708,0.055187881,0.073246248,0.064154401,0.102768742
706.5106812,-0.023099402,0.07684613,0.007626808,0.033783715,0.049068742,0.072207794,0.09362302,0.101364546
706.0079956,-0.024217954,0.0590831,0.031495281,0.058484562,0.073065318,0.055673584,0.08546485,0.08044111
705.5053101,-0.007434697,0.026298905,0.048535503,0.038719974,0.037851021,0.059692118,0.092570335,0.098079033
705.0024414,-0.048252746,0.047107335,0.029300945,0.039223526,0.073005416,0.083288185,0.086753994,0.109067254
704.4995117,-0.044572297,0.045362547,0.044398803,0.022025406,0.054285731,0.094407231,0.109398641,0.129253864
703.996521,-0.020109158,0.027874375,0.060600225,0.029547397,0.072009601,0.056433599,0.117698446,0.119616166
703.4934692,-0.02212549,0.052476369,0.027769279,0.049004115,0.060274363,0.104832761,0.096403807,0.126033813
702.9902954,-0.027226528,0.061434694,0.029654725,0.055725232,0.087823965,0.099822931,0.099999428,0.141444445
702.4870605,-0.013534167,0.038345475,0.076760612,0.036694191,0.073979169,0.099603757,0.100339718,0.133336216
701.9837036,-0.045350131,0.098280892,0.037265819,0.049932085,0.104936801,0.122799002,0.154772267,0.120641053
701.5162354,-0.019783938,0.04127802,0.042182107,0.057063323,0.091939107,0.139248639,0.153857291,0.152188987
701.0127563,-0.010738099,0.070645139,0.069492534,0.082982078,0.11854706,0.144395784,0.148028165,0.148410201
700.5091553,-0.0154536,0.079113416,0.061302494,0.066222943,0.10969086,0.180462793,0.15103735,0.164735526
700.0054932,0.014633168,0.089598097,0.077657178,0.060211852,0.095541276,0.15463756,0.140761584,0.192186102
699.5018311,0.006123163,0.078204677,0.077302247,0.103115477,0.075208366,0.173907027,0.154332697,0.174827695
698.9979858,0.007241584,0.108909056,0.060094502,0.052457385,0.098671459,0.153792992,0.177121863,0.196250439
698.4940796,-0.014050398,0.13516967,0.103528589,0.084315881,0.12135151,0.157517687,0.204683006,0.195665166
697.9901123,0.009355657,0.148970902,0.09208782,0.081138447,0.135529459,0.18866542,0.194952965,0.189054415
697.4860229,-0.005622789,0.080681615,0.09905386,0.086032413,0.148783669,0.219461501,0.263152063,0.296304852
697.0178833,-0.014517701,0.115951538,0.103983395,0.119039811,0.114966758,0.174298108,0.189241365,0.217286438
696.5136108,0.005896103,0.131724268,0.128320634,0.119145028,0.183093309,0.237600103,0.267152011,0.224413261
696.0093384,-0.004803862,0.153463796,0.110553972,0.106334724,0.139514431,0.219173044,0.263808101,0.282787144
695.5049438,0.000370509,0.101565644,0.112495743,0.151048601,0.156639203,0.240160763,0.226152003,0.235390633
695.0004883,-0.019590532,0.173672423,0.09024749,0.150415584,0.16695933,0.277600259,0.232072681,0.24273783
694.4959106,-0.002362645,0.167766169,0.129876018,0.13040033,0.149090469,0.333108544,0.319113672,0.305033654
693.991272,0.000183726,0.107745014,0.190881148,0.119769201,0.213758141,0.290656298,0.287000388,0.27474305
693.4865723,0.00748041,0.157911748,0.128835335,0.143593639,0.201406926,0.333674282,0.314072579,0.318603426
693.0178223,-0.043288253,0.135354281,0.215802163,0.193810687,0.183991522,0.334548295,0.334239155,0.363276839
692.5129395,-0.050852649,0.224694535,0.209432215,0.177806482,0.224446729,0.367664963,0.32931155,0.340767503
692.0079346,-0.037678458,0.176049113,0.222803026,0.10927555,0.216618255,0.399545282,0.33656317,0.364372283
691.5029297,0.01546221,0.186953262,0.21917434,0.147188291,0.274595916,0.40470767,0.43134138,0.39850989
690.9978027,-0.020902516,0.221267551,0.274158329,0.234537602,0.276290596,0.384930581,0.41553843,0.395143628
690.4926147,-0.020091461,0.233287528,0.236106768,0.188489229,0.223662421,0.3906129,0.358332455,0.472880513
689.9873657,0.020442918,0.214042172,0.210181966,0.233993724,0.242669433,0.435205847,0.484460652,0.459062129
689.4819946,0.024474138,0.241144121,0.241603926,0.268584609,0.331750363,0.500184119,0.423888147,0.55069232
689.0126343,0.026763937,0.291746676,0.293831825,0.24644208,0.302862257,0.502994478,0.505749941,0.534773707
688.5070801,-0.013815204,0.267398417,0.2599397,0.352436692,0.304127395,0.506390452,0.402562469,0.601033449
688.0014648,0.00919519,0.358845145,0.295890182,0.217436403,0.329288572,0.542870402,0.49464339,0.558911622
687.4957886,-0.002302706,0.241981775,0.226558507,0.323353827,0.290291548,0.547821403,0.510754526,0.601572752
686.9899902,-0.012356222,0.306645662,0.226308018,0.286339492,0.366722614,0.521020651,0.609810293,0.511151612
686.4841919,0.014031968,0.32332015,0.282513648,0.286693692,0.323744118,0.572656751,0.455040187,0.514732599
686.0144043,0.002225362,0.310126483,0.296602905,0.287806183,0.398881644,0.574643314,0.604750216,0.805079818
685.5083618,0.008908306,0.293931723,0.311951369,0.326699257,0.30569458,0.530936182,0.560873628,0.529581845
685.0022583,0.021329489,0.300571173,0.302176714,0.390290499,0.407444835,0.530061722,0.55172044,0.655988753
684.4960938,0.027633643,0.337009549,0.242735386,0.323578298,0.349364966,0.532267869,0.585874438,0.478674561
683.9898682,-0.028512528,0.307600945,0.325765431,0.341903567,0.351070225,0.679035246,0.566084445,0.625182152
683.4835205,0.033515863,0.361776471,0.331990004,0.347096145,0.506182909,0.630321503,0.63006568,0.571295083
683.0133667,0.01792952,0.415635645,0.387792379,0.317510843,0.323992103,0.578268945,0.70425725,0.926217973
682.506897,0.010681616,0.379387438,0.295317531,0.403469533,0.395543218,0.679416299,0.609848261,0.659086347
